formula,target
KMnGa2P3(H2O7)2,0
Li2MnPCO7,1
MoP2,0
LiAlIr2,1
LiV(PO4)2,1
Ca2MgReO6,1
LiCu(PO3)2,1
CuS,1
Fe3OF5,1
Li7Mn5O12,1
K2Na5Al7Si5O24,1
Ti2AlV,1
Mg6TiSb,1
CaOsO3,1
Li9Mn2Co5O16,1
CrFe4,1
MgAl4(HO)12,1
Ba2Mn4Tl2Zn3O12,1
TmHSO5,0
NdGa3Pd,1
MnSn,1
Tb3NbO7,1
KSiPCO7,1
Li6V3P8O29,1
NdTi12(Bi5O16)3,1
PaAlCu2,1
ThCd2,0
Rb2Se5,0
RbAg4I5,1
K2ZrFe(PO4)3,1
Zr2Bi2O7,1
LiZnIO4,0
Co5(Bi2O5)4,1
Pt2CN4O7,1
Ca3Ni7B2,0
K9Y3Si12(O16F)2,0
UTl2Cr2O10,0
Pr2Zn17,0
TbHf,1
LaMg6Ti,1
MgScIr2,1
Ba(SO2)4,1
Fe2O3,1
Tb(AlAu)2,0
Yb5(ReO6)2,1
Nd3Pt4,0
UGaAu,1
Li2SiNiO4,1
PuSn3,0
Th3As4,0
Li3CrBO5,1
BaCa2Er10O18,1
KSi2Hg,1
Fe3C9S2O9,0
BaV(AsO4)2,0
Li4Nb2Fe3Cu3O16,1
Na2NiH4(SeO5)2,1
Ho2CdCu2,1
Sr2La2MgMnO8,1
Tb3B7W,0
Ba2MgIn,1
NaFe9Si6B3H2O31,1
Li4V3Co3(WO8)2,1
Fe5Te(PO4)6,1
Mn2InCo,0
Ca2Co9O13,1
Li6Fe3Co5O16,1
Ba(V5S8)2,1
Ce2Te(Mo2O15)3,1
Cr3O4,1
Y6Cu11O24,1
K2SeBr6,0
MnC4BrO4,0
CrCo,1
KBH4C4(N2O)4,0
NdCd2,0
HoFe3(BO3)4,1
Na2Cd2Fe(PO4)3,1
KAl(SiO3)3,1
Na2CuH4(C2O5)2,0
CsK2PdF6,1
Li2MnSiO4,1
CoNiAs,0
CaFeClO2,1
PuGa4,0
Rb2TlHgF6,1
AgBrO2,1
Pr(Co2B)6,0
Li6FeO4,1
VNCl3,1
PrPtF7,0
Cs2MoN(Cl2O)2,1
Sc20O19,1
Th2Ag,0
Pr2CdNi2,0
FeOF,1
Fe3TeC9SO9,0
Li7V3P8O29,1
Lu2In,0
NaAl3(PO7)2,0
MgAs2S2(OF3)4,0
FeAs2H3OF13,0
Ho(VFe5)2,1
FePSe3,0
V5O12,1
Si7CN10,1
LiTi(Si2O5)2,1
LiCu2PO4,1
SnHg6(As2Br3)2,0
BaTbNbSnO6,1
Y4ScSi10,1
Sr4LiMn2(GaO5)2,1
Pr(NO5)3,1
LiCu6OF11,1
PbC2(SN)2,0
TeMoWSeS2,1
Ca2Ni9O13,1
Rb2LiNd(BO3)2,0
Rb9Na2Al11Si13O48,1
Pr(Al2Cr)4,0
Pu(IO3)4,0
LiPH4NO3F,0
TbH10C6S6N3O17F18,0
CsBr,0
BaMnO4,1
Cs2InCuBr6,1
La2MgHg,1
KSO3F,1
Te(CF4)2,0
LiCdO3,1
La5Sn3,0
LaMnSi,0
ThPt2,0
CaC2,0
K6Sb2H18S8O9,1
BaMg14Bi,1
Cs5Nb2S4Cl9,0
Sr2DyMoO6,0
TaP,1
MgFe2O5,1
La3Pt2,0
CrTc2Ge,1
NiH8(CO5)2,1
KAsOF5,1
P(HO)3,1
GeH4,1
Si,0
Y2(InPb)3,1
Ba2Cu(PO3)6,0
Ce(Al10Co)2,0
SnSe2(Cl4O)2,0
Tl10Hg3Cl16,0
Y5Al3C4,0
Sr2GaSbO6,0
LiMnOF2,1
Sr(H9O5)2,0
Mg6SiSb,1
Eu2InSbO6,1
BaLi2NiO3,1
LiFeSiO4,1
Mg5Mn3,1
Li3FeO2F,1
HfAu,1
Al8C3N4,0
Sr5Ca3Fe7CoO20,1
NaCd(RhO2)4,1
DyMg2,1
Ce3B2(ClO2)3,0
Dy4FeSn8,1
LiFeP2O7,1
InBi,1
MnVAgO4,0
InSi2H19C7Br2,0
LiSO4,1
CaInPd,0
Cs2GeSe4,0
La4Rh3,0
Li4Fe5(P3O11)2,1
LaMg14Zr,1
Ce6Y2O15,1
Cs2Te4O9,0
Na2NiHgF6,1
NaMg14Ni,1
GaCu(WO4)2,1
Cs2Cr4Cu(HO4)4,0
CaLa(CoO3)2,1
LiFe2F5,1
SiO2,1
Li9Mn2Co5O16,1
BaEuO3,1
ZrNiO3,1
Cs2LiTm2(WO4)4,1
CrNi3,1
Ho4MgRh,1
Ca(Cu2P)2,0
Mg30VSnO32,1
CaMg14Zr,1
EuCdAu,0
BaSr3Ti4O12,1
Ce3(GeRh)4,1
Sm2Fe12P7,0
Si19Te8,0
Nd7V2BO17,1
Pr2ZrS5,0
Ba6Gd2Fe4O15,1
Cu3Pd,0
BaTi2(P2O7)2,0
Ba2LiTmCu3O7,1
NbSNCl6,0
Mg3B2SO14,0
CaMg6BiO8,1
CsEr(MoO4)2,1
Na2NiPCO7,1
Sr3Ca(FeO3)4,1
Ca3Mn2(FeO5)2,1
LaMoO2,1
TaCr3(CuS4)2,1
Sr10CaY4(CoO3)10,1
Nd2Mg,1
Zr6Fe2O,1
Ge3Pb3O10,1
Nd2CdPd2,1
CdTe,0
RbTl(SO4)2,0
La(AlPd)2,0
CeYIn2,1
Ca3Fe2(WO6)2,1
GdMnGe,0
Th(CoSn)2,0
CsCdO3,1
Sr3Ca6V7BiO28,1
CuGeRh2,1
Cu3Se2(ClO3)2,0
Ce(TiAl10)2,0
Fe(GeO3)2,1
Zr4Co,1
DyMg3,0
ThTaN3,0
Mg(InN)2,1
Cs4Sc6CCl13,0
CaMoO3,1
Na(TeMo)3,0
BaNaPrNbO6,1
Na4ZnSe3,1
W3O10,1
Rb2LuCl5,1
Li2H2SeO5,1
Ho5Ni19P12,0
Mn(SO6)2,1
CaMg14Bi,1
SrScTl2,1
Os4C12SO12,0
Nb3Sn,0
Cs2HgSbBr6,1
Ba2LuIrO6,1
NaGaTe2,1
NaCoPO4,0
Nb2PdS6,0
Sr5Ca3MnFe7O20,1
DyRhO3,1
Mn2BeO4,1
LiMg14Mo,1
NaMg14B,1
MgTl3,1
Sr2FeReO6,0
AgSe,0
TlP(HO2)2,0
MgBi2O5,1
LiFeSiO4,1
Er3Tl5,0
Ho2CuPt,1
ZnCu2(SnO4)2,1
CaPH5(WO2)2,1
YSi3Ni5,0
Li2CuO2,0
AgBiSe2,1
Th(GeAu)2,0
YAl4Ni,0
MgB12(H3O)12,1
Sr2ZnSi2O7,0
Yb2Fe3Cu,1
NaCaAlSi2O7,1
Lu2TeO6,1
La3MgAlS7,0
Ta5AuS,0
Mg30TiCdO32,1
YbCdAu,0
V4Zn3Cu3O22,1
YCuSe2,1
SrTcN3,1
UGa,1
ZnMo4O9,1
LiMoP2O7,1
GaFeNiO4,1
CaHo2Cu(SiO3)4,1
V2O5,1
MgZnNi2,1
Na2U2MnH8(C3O7)4,0
PrNdIn2,1
YbInBr3,1
MgAlB4,1
Zn3PBr3,1
Ho(FeGe)6,0
Na5Si51,1
Sm2Zr2O7,1
TmTe3,0
YHSe,0
PmPa,1
CdPNO5,1
CdAgAu2,1
Ce8SbPd24,0
DyCd,0
Ho6N8O33,1
Nb2B3,0
CsYbSe2,0
Sm6Al43Cr4,0
NaNdHfSnO6,1
ZnCr4CdSe8,1
Na3CoPCO7,1
Cr(PO3)3,1
Sr2Bi2Se3O2,0
NdIn2Ir,0
Ca2MnFeO5,0
Pd2PbAu,1
Na2H5RuN5O12,0
GdGe2,0
LaMoI4O15,0
KZn2Ru2C4(ClO12)2,1
Yb5Si3C,0
MgSi2,1
Sc2PbS4,0
CaAl2Si3O13,0
Er2B6Rh,1
Zr6Fe(SnH5)2,1
Mo3H24C8S13N2,1
K3Fe3P4H2O17,0
Ca2Mn2O5,1
U2Co3O8,1
Y6N8O49,1
Ni3Se2,0
NdTa3O9,0
RbEr(MoO4)2,1
Mo2H12C4N2O15,1
LiNd2O6,1
InSeI,0
Li2TiVO4,1
Ba2LiTbIrO6,1
BaCaSnWO6,1
Ta8Cr3O24,1
Li6MnV3(PO4)6,1
GaPH11C3Cl,1
KMn6As7O24,0
CeP2N2O9,1
KNd(ClO)4,1
NdGa3Ni,1
Al2Mo2O7,1
Mg14NbFeO16,1
Dy3Ir,0
FePd,0
U2Cu2As3O,0
La15B14C19,0
Rb2W2O7,0
MnBiO3,0
BaEr2Si3O10,0
YbNbO3,1
Sm2O3,0
Tm2CuIr,1
CdAgPd2,1
SnAs2O9,1
B2H8N,0
BaSr2Np,1
NaLaZrSnO6,1
LiBi(BO3)2,1
Sr(ZnN)2,1
TmSiRu,0
Li9Mn2Co5O16,1
Cs2HfF6,0
HgCI3N,0
Cs3Mg3In(PO3)12,1
K(GeO2)2,1
LaMg14Cr,1
Mn11Si19,0
CsH5S2(NO3)2,0
Li5Mn8(BO3)8,1
Cs2B2S3O13,0
Li3Fe(PO4)2,1
Pr4(GeS4)3,0
Yb5(Ge5Ir2)2,0
Pr2Mn3(SbS3)4,0
Mo3W(SeS)4,1
CuH6CI3N,1
PrSe2NO13,0
Mn3NbF6,1
Ca2B8O15,1
Li7Mn2(CoO4)3,1
HfMg14C,1
NaNi4F10,1
V4O7F5,1
Sr3WO6,1
Sm4MgV4O12,1
AgHgSBr,0
Li6Cr3Sb3O16,1
KMnF3,0
Y6WO12,0
SrEuGaBiO6,1
TaNb2Re,1
NaMn8O16,1
Sm(HO)3,1
SrMg14Zr,1
MoW(SeS)2,1
U3P2(PbO8)2,1
Sr3Sn13Rh4,0
La4B2CI5,0
NaGa2P2O9,0
CrSi2,1
Mg14CrGa,1
LiV3O4,1
HfCo2Sb,1
Ca(BO4)2,0
CsY2Cl7,1
Na3CuP2H6NO13,0
TePbF6,0
Eu3Sb5O12,0
USbS,0
NaCu5Se2Cl3O8,0
CaZnSe2,1
Na5CoO4,1
K(Zr3I7)4,1
AgRuO4,1
MnTlO3,1
AlWO4,1
Ca2Y3Si3O13,1
TbCO4,0
NiP4H16(NO8)2,0
CeMg7,1
K2NdNb5O15,1
Li2ThN2,1
LiCa2HC3,0
Zr6Ni20P13,0
Rb2Ti(TeO4)3,1
Sc15C19,1
ReGeAs,1
Zr3FeF6,1
YAu2,0
CsCuN,1
CuHgSBr,0
Ba2CoReO6,0
Na2VCuF7,0
Rb2Ba8Mg(Sb3O)2,1
Cs3Ag9(SbS3)4,1
SrAlGe,0
HgN2O3,0
Na5(ZnSn5)2,1
KBe(H2N)3,0
Cs2LiPrBr6,1
Li3Hg,1
TlGaO2,1
Li2CrNiO4,1
Sm6Cd(SiS7)2,1
NaBC,1
K2U3(TeO7)2,0
Li3Pr,1
NbRh3,0
NaYSi,1
Li2TiMn2O5,1
Mg(ZnN)2,1
NaPrZrTiO6,1
Fe3Ni(Mo3N)2,1
PrNiSn,0
CrAu,1
NaMg6Al6(SiO5)6,1
Li23Ni17O40,1
Cs2Ti(AgS2)2,0
Li6CoNiP2(CO7)2,1
K2Pb(SO4)2,0
BiPd2Pb,0
CaNi5H,1
NdGa2Co3,0
Te4MoW3S4,1
Ba2GdMoO6,0
FePb2WO6,1
CaMn6(OF2)4,1
Cu15Bi4(Se4I)4,1
K4CrO4,1
NbNO,0
Li3V2(OF)4,1
Rb3HoF6,1
Be(B3H8)2,0
Mn10CoN8,1
Be2Nb,0
Cu4Si4Pb4C4ClO28,0
ScAlCo,1
Mn3Nb6O11,0
Tb(AlGe)2,0
Nd2MnFeO6,1
Eu4PdO7,1
BaLuFe4O7,0
Li2V(CO3)2,1
CeMn4(CuO4)3,0
Li9V12Cr7O48,1
Mn6OF11,1
NaMg14FeO16,1
K2Ba7(Si2O5)8,1
YbSiPd2,0
Li2ZrFe(PO4)3,1
Lu2CoB6,0
HfTiZn2,1
LaSe2,0
Ca(MnAl2)4,0
Cr8Ni50Mo15W2,1
Eu3Sc2Al3O12,1
Li5Ti2Fe3O10,1
DyAlNi,0
RbLu(WO4)2,1
Ga2Si4Mo3,1
LaMgI5,1
CaCu,0
Mg64Si32Bi,0
Li7V3P8O29,1
MgFe8(O7F)2,1
MoW(SeS)2,1
TbZn2,0
Nb12TlTe16,1
CrPO4,1
Gd(AlFe)6,1
Mg6CrCdO8,1
TaCr3(CuS4)2,1
Sr2YAlV2O7,1
LiMn3O5F,1
Tl2Pt,1
CsMgBr3,0
Li3Fe9O5F11,1
NaCu3O4,1
NpTcO3,1
Sc(VGe)5,1
Y2ZnPb,1
Mg(ClO6)2,1
ReN2,1
NdIn2Cu9,1
BaLaI5,1
Li8Mn7Fe(BO3)8,1
ErB2Ir3,0
TmAsS,0
LiMgAl3(SeO4)6,1
TaVSi4,1
PaCo3,1
Li8MnFe7(PO4)12,1
Ag2Pd(NO2)4,0
Mn5(P2O7)4,1
LaOF,0
Al39Fe7Cu24,1
NaH3SO5,0
Hf2TcPd,1
Ti5Fe11O24,1
Zr2TiSnO8,1
Li2Fe(PS3)2,1
IrN2,1
RhC,1
NdC3S3(O2F)9,1
Li3Cr(PO4)2,1
CePt3,0
SiSbPt5,1
CuH12C6(S2N)2,0
YbO2,1
SmInCu2,0
Ta2TcOs,1
SrCa,1
FeNi2Ge,1
MnCrH18(NF)6,0
MnAlCo2,0
Pr2MgGe2,0
ScFe3,1
ScCoO3,1
Er20Si12C,1
Co3NiSb12,1
Tm(MnSi)2,1
W2NCl9,0
Na3ErCl6,1
Nd2(SiIr)3,1
Cr2Rh2C,1
K(AsRh)2,0
Li3YBi2,0
PrMg(CuO3)2,1
Ca(WO3)2,1
Fe2(SO7)3,1
LiCo(CO3)2,1
SrCu,0
Eu2Zn2CuP3,1
Sr7SiB3NO13,1
NaClO4,0
BaMg6TiO8,1
AsCSF11,0
Na2YF6,1
Zn3Cu2H14(SO9)2,0
Nd4Cu2O7,0
Li4MnCo2O7,1
HgMo6(SeS)4,1
Mg6ZrSi,1
CeMg6Zn,1
RhC2ClO2,0
Lu(HO)3,1
MnCO3,1
Yb3V,1
CN,0
SiAgPt5,0
U3H2OF12,0
Li5Ca9B7O21F2,0
UTe3Pb2O11,0
Mg16Al12Cd,1
Ag3F,1
Mg3V2(BiO6)2,1
NaTlO2,0
Li2B3PO8,0
DySn3,0
Bi2Rh3S2,0
La3SiCl3,1
PBr2,1
MoWO6,1
NdPOs2C,1
InCuSe2,1
Ba2(CrS2)5,1
Ac2O3,0
HoH2ClO2,0
LiHfMg30O31,1
LaAs2Pd3,1
Ga17Rh10,0
K2InCl5O,0
KY(PO3)4,0
Si5H42(C7N)2,0
Tl4Pd15Pb,1
Li5B(SO4)4,0
YCoO3,1
Li2CuCO4,1
K2CrOF5,0
ErHCl,0
ZnGaFeO4,1
RbHfC(OF)4,0
Sb2(PO4)3,1
NdCoO3,0
Li2MgSi,0
K2LiInAs2,0
Ba3Dy4O9,0
UMnS2O15,1
Te2MoWS2,1
MnGaPd2,1
LiTePO5,1
Fe3O4,1
Re3Se2Br5,1
MoW(SeS)2,1
Ca8Mn7CrO22,1
Sr8(TiS3)7,1
Li2V(FeO3)2,1
Cs2AuCl,1
Sc3InC,0
Ni4Se3N2,1
Te2Ir,1
YTl2P2S7,0
Sr7CoN6,1
Ag3Au,1
BaZrO3,0
Mg(FeO2)2,1
Mg(FeS2)4,1
KTaF6,1
Y3Mg2MnS8,1
Sc2AlGa,1
CoP2O7,1
HAuC4(N2O)2,1
TaSe2,0
BaNaNdWO6,1
CuPNO5,1
Zn2Cu2O5,1
NiH12C2(SN3)2,0
SbCNCl6,0
FeSbPt,0
Li2CuAsCO7,1
LiV18O44,1
Li5MnO3F,1
Al6Cu2B4O17,1
HfMg14CdO16,1
YTe,0
BaMg14CuO16,1
Mg2S3(NO6)2,0
Tm2CuRh,1
Rb3EuCl6,1
Li2VF4,1
LiCu(PO3)3,0
Sr2Zn5Si3,1
KSr6Sc(SiO4)4,1
Y2ZnRu,1
Li4Co2OF7,1
LiMn2F7,1
Ba2SrWO6,0
Na2VO3,1
MgZn3,1
NiP6(N2O11)2,1
Rb7NaSi8,0
La6Sm2Cr3Fe5O24,1
Sr2TaInO6,0
KBaLaSeO6,1
Li4Mn3Sn5O16,1
CoBC8(OF2)5,0
CaMnSb2,0
CaAgBiO5,1
NaV5MoO15,1
Sb2Te3,0
SrNiF6,0
Li2Ti2FeO6,1
Li24Mn7Cr5O36,1
Li3V3P8O29,1
TlCdF3,1
VTe2,0
Mg(ReO4)2,1
SrNiP2O7,0
Pr2SiC(NO2)2,0
Ca(Cu2As)2,0
LiB(CN)4,0
Mg14NbCd,1
Ca2LaNdMn4O12,1
HfMg6VO8,1
SrEu(WO3)4,1
CsRbMg30O31,1
NiP3W2,0
Ce(In2Au)2,0
SiO2,1
Ba(CO2)2,1
BaNaPSO12,1
Li8CrS6,1
Li2WS4,1
BaSrPrCoO6,1
LiFeCoO4,1
BaPrMn2O6,0
LuRu2,0
CsGd(MoO4)2,0
InPO6,0
V3P4O15,0
ScB4Os3,0
ZrFe2,0
LiMnF3,1
ThMgRh2,1
Sr3CoRuO6,1
KYb(BH4)4,0
Li4MnCo3O8,1
LaZn13,0
NiPO4,1
Li5VCr3O8,1
Sr2V3Se5O18,0
UO3,0
FeTe(PO4)2,1
Er2Be2SiO7,1
RbV(CuS2)2,0
HfScIr2,1
Mg(BO2)12,0
H3S,1
Ta20Pd9S50,1
NaMn3CuH24(SO6)4,1
Ni(SN)4,0
MnTe,1
Ni5B2SbO10,1
Ce3Pt2,0
Zr4ZnAg,1
Mn3Cr3(WO8)2,1
H6OF4,0
NaHoO2,1
Li2Cu4Si4O13,1
HoNi5Ge3,0
TlTcO2,1
Ba3Sn2O7,1
CaV3O7,0
Na2Si2O5,0
La4Nb(CoO4)3,1
MgSbF5,1
PuUSn6,1
CdAs2HF13,0
Ba2Y2Co3CuO10,1
Zn7SiN6,1
Ba(CuO)2,0
K3AlTe3,0
Tb4Te3N2,0
TiMoAs2,1
Li9Mn7O16,1
Na8PtO6,1
LiNb(PO3)4,1
Ta20Te5S3,1
Yb(Ni2P)2,0
HfMg6Nb,1
Li4Nb5Cr3O16,1
Hf2OsRh,1
Ge7H18O23,1
SnH22C6(NCl2)2,0
CsPbI3,0
Li9Mn2Co5O16,1
Rb2Sr2(CO3)3,0
K3Sb,0
LiPmHg2,1
Te6MoW3S2,1
Er(AlCu)6,1
MnV2O7,0
LaNi5H6,1
Sr2HoSbO6,0
Na3MgC2ClO6,0
BaRe2Sn,1
TePd4,0
Li4TiCo5O12,1
Sr3SbAs,1
CaInPd2,1
PSN(Cl2O)2,0
Ba2ZnHg,1
CsMn2(PO3)6,0
HoAs,0
Li2FeF4,1
Te6Mo3WSe2,1
Dy2C,0
K2TaAgF6,1
Zn5(SiN3)2,1
Cs2LaAuCl6,1
Pt(SCl4)2,0
Ca2HoTaO6,0
Cs2Cd3Te4,0
V3O8,0
Fe4O3F5,1
PrFeGe2,0
Sr5Re3IO15,1
NbN,0
ZnS,1
SnH4C2NO4F,0
AsIrSe,1
Li3BH6,1
Li3Eu2(BO3)3,1
MgFe4Si2Sn7O16,1
Mg5Si6,1
RbFeBP2HO9,0
Sr7ZrN6,1
Mn2Cr3(NO6)2,1
Nd2Si3Ag,1
Li2V5O10,1
Na3GaCl6,1
Y3Mn3Ga2Ge,1
Ca3Ti3Si2GeO15,1
Ho3(AlNi3)2,0
Li4Ti3Fe2Co3O16,1
Be3N2,1
YB3(H6N)4,0
BaMgTl2,1
Li2CuSnO4,1
Zr3TlF15,1
SrPrGdCoO6,1
CrI2,0
Li2Mn3O6,1
HfNpO3,1
Ti2ZnOs,1
Dy5Sn13,0
Fe4OF7,1
Lu3Ga8Cu3,0
Li5V5Cl16,1
Na6MgO4,1
W3O8,0
NaB5(H2O5)2,0
Re2Ni(H2O3)4,0
Li2PtAu,1
Al4Cu13Si2(SbO14)2,1
Gd(IO3)3,0
LiCo2OF3,1
Yb2GeS4,0
NdHf,1
Cs2Mo15S19,1
YMo(WO4)2,1
SrCa3(CoO3)4,1
Li9Mn2Co5O16,1
Na2MnPCO7,1
Er2CoIr,1
Fe10OF19,1
MgSn3P3O13,1
LiCd,0
Ba2HoMoO6,1
TbAlNi,1
Li4Mn3F10,1
Na4B4Sb2SO16,1
MgH8(ClO6)2,0
Li2VF5,1
Li9Mn2Co5O16,1
Ba2ReO5,0
Sr3(Cu2Sn)4,0
CdGe2O5,0
Li2TiNi2O5,1
ReB2,0
CeAlIr,0
La(GePt)2,1
Ce6Mg23P,0
Ti2CdO6,1
Si4Ge(H3C)11,0
KCoPH2O5,0
Li4Mn13O24,1
CaMn2O5,1
Y2Sb2O7,1
BiAuCl6,0
GaCu3,1
LaBPt3,1
NaAl(SO10)2,1
Ba3(PS4)2,0
KI(OF)2,0
RbMgP(H6O5)2,0
Sr5(CoN3)2,1
Ca2CuSO2,1
Ca2YCoO5,1
Mg9Si5,1
KAl4Fe3(HO6)2,1
YSbPd,1
Na2CoO3,1
Ca2Sb3O8,1
Ba2CaV2(Si2O7)2,1
Pr3Co29(Si2B5)2,0
Li2Fe(BO2)5,1
Li4Co2(PO4)3,1
RbAgO2,1
Mn2NiO4,1
TiAlCo2,1
NdH32C8N4Cl7,0
Li3Cr4(PO4)6,1
FePt(CN)6,1
Mg7Si4,1
YSi,0
Ba2UCuO6,0
Na3YCl6,1
ScAgO2,0
Pr3Ir,0
SmMo6(SeS)4,1
B4H5,1
DyAlCo,1
BaTi(PO4)2,1
Li4Ni5Te(PO4)6,1
Li5Fe2Co3O10,1
BC2N,1
CeMg14Si,1
Zr2FeOs,1
Cr5(PO4)4,1
K2TaCuSe4,1
SiO2,0
Li4Co2Cu3Sb3O16,1
Sr2Si,1
C,0
Li3CaMnN3,0
Na3CoO3,1
Zn3CdO4,1
ZnS,1
Tm2Br2F,1
MgCoSb2O7,1
Sn3B,1
K4Re6TeC6S7N6,1
ThAl2Ni3,1
Sm4Fe3Co(AsO)4,1
AsPPt,1
CaNdZrCrO6,1
Nd3SbO7,0
UF4,0
Li2VFe(P2O7)2,1
LiCoPO4,1
Mg5As,1
Tl4CrI6,0
KNa2AsF6,1
Co3Te2(PO7)2,0
Ga2AsP,1
TiZnO3,1
Cs3Ho2Br9,0
TiInRh2,1
Gd3Sb4,1
Li9Mn2Co5O16,1
CeAlGe,1
La2Th8O19,1
Tb2Ga3Cu,1
TeMoWSe2S,1
Cs2LiNdBr6,1
MgPNO5,0
Ba2Fe8Ni3(SbO11)2,1
Ni4(PO4)3,1
Se(Br3O)2,0
LiCaF3,1
YScFe4,1
Sr4Lu3F17,1
Li3Cr(PO4)2,1
KHo2Cu3Se5,0
PmSe2,1
Ba6Mg(IrO3)6,1
Ti3VS4,1
Ba2UCo,0
HfCrCuS4,1
Ba3(BrO)2,1
Sr(NiB)2,0
CrWO6,1
Li2Mn2(PO4)3,1
Ba2Mn3(SbO)2,0
LiNiPHO5,1
Li5Mn3O8,1
CsSb(SO4)2,0
Na2CePCO7,1
ThCoSi,1
CeSe2,1
LiHO2,0
Np,0
Li3Mn2SnO6,1
MnPbO3,0
Nb5Ir7,1
MoO2,1
Na5NiO4,0
Ba2YTlCo2O7,1
Ho2MoO6,0
Tm2Co3Si5,0
Mn(PO5)2,1
FeCoPt2,1
Li2Cu3(CO3)3,1
Sc2ZnTc,1
Re3Ni,1
Sr2GaBi2O7,1
Li3V(PO4)2,1
Zr11Sb18,0
Co6OF11,1
MgSiO3,0
Tm(BO2)3,0
Mn3OF5,1
TlPdF3,1
Ba5Gd8Zn4O21,0
Rb3NpO9,1
UCl3,0
Tm(Ni2As)2,0
UP2(PbO5)2,0
Sr2CrFeAsO3,0
Li(CoO2)4,1
LaMnNi4,1
TbVB4,0
Li2MnCoO4,1
CsLiMnS2,1
BaLaMn2O6,0
MnZn2N3,1
YTlRh2,1
Li10CoNi9O20,1
CdH6C4(S2O)2,0
Pr(BRh)4,0
Cs2PtC2,0
K3Yb(SO4)3,0
MgCd,1
KCoP2H5O9,1
CoH6C2S2N2O3,0
Ti2FeMo,1
Rb3Hf,1
Ba3BiN,0
Cr(PO4)2,1
LiHoPd2,1
Ta11(Co52B15)2,1
Sr2DySbO6,0
Yb(MgSb)2,1
DyGa2,0
CaHBr,0
Li2MnCoO4,1
MgAl2O4,1
Li4Mn(TeO4)3,1
Nd4Si2S3O7,0
SmZnPd,0
ScCrC2,0
Pr(SiPt)2,0
Cs4Li(Pb2O3)2,1
NiH4SeO5,0
Li3Dy3(TeO6)2,1
Tb2Ti3Ge4,0
Ho4NiB13,0
Li3V3P8O29,1
AlV,1
Mg6TiSn,1
RbLiMg30O31,1
Mg30CrFeO32,1
Ba5(GeN3)2,1
U2Cu4As5,0
GaCo,0
CsCrCl3,0
CaTl4(NiO3)4,1
GaGe2H5CNO6,1
BiOF,1
Li2CrAsCO7,1
CoSbS,0
NaNdHf4O12,1
KNdTi4O12,1
Al2O3,1
RbN,1
Sr2FeSnO6,1
DyMg2Sc,1
KCeTe4,1
K8Al2O7,1
V2WO6,0
Ba6Nd2Y(CuO2)12,1
Ba2SrB18,1
Hf10MnSb5,1
Pm3Zr,1
Sr2LaMnCoO7,1
Li2NiPO4F,1
LiMn2(BO3)2,1
BeAlPd2,1
Mg14CrCO16,1
URhS3,0
Mg14SiSn,1
SrMg5,1
LiFe4(PO4)3,1
Mg6CdSiO8,1
Ce2(Ga3Ir)3,1
Er14(InPd)3,0
K2Nb3H11C5(Cl3O4)2,0
PrMgGa,0
Si3(BiO3)4,0
Fe4OF7,1
Rb8Ti3Cr2Ni3(P2O7)8,1
Na3(CO3)2,1
LiVOF3,1
SrCa3Yb9O18,1
Al8P8H34N7O36F5,1
V2PO5,1
Ba6NaCu3Te14,0
LiFe(PO3)4,1
CsGdS2,0
LiCo2C2O7,1
Sn(SbTe2)2,0
TiNi3Sb2(PO4)6,1
Fe2H14C8NO12,0
Li4Cr3CoO8,1
Ca2AgPd,1
MgSiO3,1
Zr6CoCl15,0
Ti(TlS2)2,0
CuNi3S8,1
CeHSe,0
Nd2P3(HO2)5,0
Co(MoS2)2,0
Sr3LiTaO6,0
TeO3,1
Ba2PrPaO6,1
Rb2Li4UO6,1
La3Sn13Rh4,0
AcCrO3,1
Cu7H9(SN)4,1
Ba2AlCr3O8,1
Sm2B4O9,1
Lu3Ge3Ru2,0
TbAlCu2,1
Na2CN2,0
AgHgO2,1
Li2MnF6,1
Pu2Si4Tc3,0
ErMn4(FeSn3)2,1
Zn3(Se2O7)2,0
Na2PtO3,1
Sr3CoRuO6,1
EuCr3,1
K2W2O5,1
YbI2,0
La5Mg,1
La2MgAl,1
Ba(DyS2)2,0
Sm2CuGe6,1
BaNd2Sc2O7,0
NaFeF3,0
Sr2TiMnO6,1
ZrVCo,1
SrCa7Mn6Al2O23,1
PrAs,0
K2GeSe3,0
CaMn2O4,1
Y4Ga21Ni10,0
Tm4(Al8Pt3)3,1
Li4Mn2Co3Cu3O16,1
CsCrCuF6,1
UAl5Cu6,0
Tl2NiS2,1
LiVF5,1
K2Te,0
Li6Hf2O7,1
ZnH12N4(ClO4)2,0
UGe2,0
LiMn2F7,1
CaZnSi,1
RbV3CdCu4O13,1
MnVO4,1
Eu2I2O,0
Sr2AlFeCu2O7,1
LiMn2(PO4)2,1
CaFe(GeO3)2,1
SmIn2Cl5,1
LaCuPb,1
TlN,0
TiNi,0
Hg,1
Cs3TiF7,0
LiZn2Fe9O16,1
La(HO)3,1
Fe2P4Pb3O16,0
LiMn2(PO4)2,1
LiMnO3,1
YMg30VO32,1
Dy14(PbS8)3,1
LiMnPO4,1
Mg6BSbO8,1
K3CrC5N6O,0
FeH12C5NCl2O5,0
Dy2O3,1
CeSiBO5,0
Li2FeSi3O8,1
