formula,target
Li2Co3BiO8,1
BaTiN2,1
Li3SbH18S4O9,1
K4Na4MoW7O20,1
MgAlWS4,1
MgSnAs2O7,1
Ba5Re3ClO15,0
In7Pd3,0
NaLiMg14O15,1
GaP,1
Pu3Ta,1
KEr(CO3)2,1
Ba2PrTaO6,1
CoH18C6SO10,1
Mg2Si,1
VZnSF5,1
Ba2TbBiO6,1
Li2NiO2F,1
K4Cu4Cl10O,0
Mg14MnCo,1
LuPt3,0
Sr2FeBiO6,1
EuHfF7,1
CaAsH5(WO2)2,1
K4LiMn4O8,1
RbI4N3,1
Dy(ClO4)3,1
Li2Cr4O13,1
Li2MgGe,1
CO2,1
Lu(AlCu)6,1
Li12Mn7V(PO4)12,1
Ce19Ga13,1
Na3CoPCO7,1
H3Ru3Rh(CO)12,0
Nd2SmS4,1
Tm5Ga3,0
Hf9W4Se,0
SrPbF6,0
TlPO4,0
Mg3Zr,1
Ca5(GaN2)2,0
Pu2S3,1
Rb3MnBr5,1
Li4Mn3Cu(PO4)4,1
V2OF5,1
SbMoOF9,0
ZrCl3,0
NaCaAlH2OF6,0
Li2MnF6,1
Ba3AlAs3,0
Cd6(CoO3)5,1
Na3SO4F,0
KTi3FeO8,1
SrCoP2O7,0
MgFe4(S3O23)2,1
RbLi2(IO3)3,0
Ba3BiSb,1
NdAlCu4,1
KSrSmWO6,1
Mg2SnO4,1
CuB2P2(HO2)6,0
Y5(Si7Os2)2,0
Sr2La3Fe4CuO15,1
Lu4V5B18,1
Li6NCl3,1
HfTaNO3,1
Li4Fe5Ni(PO4)6,1
Lu3Ga9Pd2,0
V2AgN3,1
LiMgTl2,1
MgSi2,1
In3Ni7,1
Nb,1
Ce3NF6,1
HoSi,0
Li4Co5O9F,1
CeP5O14,0
Cd(BrO2)2,1
ZrN,1
LiCuBO3,1
KGa(SeO3)4,1
SrLa3Mn4O12,1
MgFeNiP2O9,1
LiV3(P3O10)2,1
NaMg3Si4O11F,1
Nd2Al3Ge,1
CsMnN9,0
Gd3SbO7,1
Zn3Si,1
Li2FeNi(PO4)2,1
Ac2SiAu,1
Sr3Ca5Mn8O24,1
S2Xe(O3F)2,0
Sb2Te2O9,1
Li3SiO4,1
Nd3(BN2)2,0
LiMnF3,1
PrMg(CoO3)4,1
Fe5O7F3,1
TePtSe,1
Fe5(OF4)2,1
Ca(NiO2)2,1
LiMg,1
Rb4Nb11O30,1
CsI,1
La4Sm4Ni7AgO20,1
Li5Fe3O8,1
RbV2CrO7,0
TiZnAg(PO4)3,1
SiO2,1
Zr6FeCl14,0
K2U2Cr2H2O17,1
Ba6Lu2(WO6)3,0
NaCr2O4,1
SrEuZrMnO6,1
Na2MnO2,1
Li3Fe8(BO3)8,1
CaCd(NO3)4,0
Li3Fe2OF5,1
Li2MgZrO4,1
Li4TiMn2Ni3(PO4)6,1
Ca(NCl)2,0
NdCo5,0
Ca4Al,1
Sc2TcRu,1
H5W,1
U(Al2Fe)4,0
Li7V3P8O29,1
YH8C2S2NO9,0
PrS3(NO3)3,1
Sr3LiTa4(O6F)2,1
Ti5FeSn3,1
Rb2Ni(PS3)2,1
LiHfPCO7,1
Yb2MnSe4,0
Mg30AlBiO32,1
Nb4Co(CS2)2,1
Tb6Nb4Al43,1
Er2(B2Rh3)3,1
Cs2ZnH12(SO7)2,0
Li2Nb4ZnO12,1
Rb2Al2Sb2O7,0
Li2P7(H3N)9,0
Sm2Ge5Rh3,0
HoGePd,0
Ho2HgOs,1
InO3,1
Tb2Ru2O7,0
Na4CO4,1
Ba10V10O29,1
Ca3Co2(TeO6)2,1
Na2WO6,1
SrHfTiSnO6,1
KBaNdWO6,1
Hf(AlFe)6,1
NdTaO3,1
Ga2Pt,0
Hf2N2O,1
Mg14CuSi,1
KLaSmFeO6,1
CeBC,0
Sr18Ni13O42,1
LiSbS2,1
Al2Te5,0
Na2TlP3H7N3O8,1
Mg14SiBiO16,1
CaV2Zn2(SiO5)2,1
Li3CrPCO7,1
BaHg6,0
Gd4(SiS4)3,0
Na2PdW6S2(NO3)2,1
Zr4Mn,1
Co(CO3)2,0
Na2Al3As9O28,1
Na2GeS3O7,1
Li4Mn5FeO12,1
Fe10O9F11,1
KEr2F7,0
YSn3,1
Sr5FeMo4O15,1
Ba2Y2Mg(Fe2O5)2,1
CsMgI3,0
LaPPd,0
BaSrLaWO6,1
BaZnFeF7,0
Li9Mn7O16,1
U2Mn(AsO12)2,1
ScSnPt,0
LiFe2(PO4)2,1
P5(WO6)4,1
Ca3Fe2(WO6)2,1
Na2Pt(ClO)6,1
EuAsPt,0
KMo2P3O13,0
SrDy2Fe2O7,1
Hg2C2N2O,0
Li2Si4(NiO4)3,1
K4Ba2Na4Ti8MnSi16(W4O29)2,1
LiVF5,1
Ho2MgS4,1
Fe3(TeO3)4,0
ThNi,0
Ba9Pr6Br34,0
SmPS,0
La10ZnPb5,1
K3P11,0
Li3Lu(NO3)6,1
Sr9La5Cl33,1
Fe2Co9N8,1
K2LiInF6,1
LiMg14Co,1
Cs2UCl6,0
Ba6Mg11F34,0
Al3Ni,0
Cu2WO4,1
Ca5P3ClO12,0
NaFe2(MoO5)2,0
KPO4,0
Ca3(B3Rh4)2,0
Li2MnOF3,1
HfAlRh2,1
Nd2MnNiO6,0
Hg8Br3O4,1
LaScS3,1
Rb3TmV2O8,1
BaSrTbBiO6,1
Li7Mn5O12,1
LiLa2Tl,1
In3Pt,1
Tm2MgTc,1
Li9V12Te7O48,1
ReCNCl3O2,1
U2CrN3,0
Dy(SiIr)2,0
NaSn3,1
Cs3Zr2P5S18,0
Lu2SO2,0
CaSiN2,1
Al4Zn3Cr2O12,1
Li2MnO3,1
Ta2SnO6,0
YErAl2,1
CdI2O7,0
RbP(HO)2,0
Na6U(SO5)4,0
CaNiF4,1
LiVGeO5,1
HfZrRh2,1
Na2AgAsCl6,1
FeOF,1
Sm(AgGe)2,0
Rb2NbAuF6,1
Sr2CoSbO6,1
Rb2GaB5(H4O7)2,0
Te6MoW3S2,1
CeVO2,1
ZnIn2SnAs4,1
Mg9Si5,1
Ti3Ni,1
Ru,0
ThSe,0
Li2V2Si5O13,1
CuAs4S3Cl,0
Ca16Mg3Sn13,1
GePbO3,0
ZrN,1
AgWS4N,1
CaSi2(BO4)2,0
Mg4AlSi3,0
SmO,0
Er2MgS4,1
ErCo5P3,0
Li4Mn3O7,1
GeTe4Pb3,1
LiInHg2,1
Sm4(GeO5)3,1
Pu2OF,1
Ba3W3N5,1
Tm3Al5O12,1
Cs5Tl11Cd2,0
CsIn(MoO4)2,1
TaNbC2,1
CoH8Se2(ClO4)2,1
Ba3TaFe3(SiO7)2,0
YTi(WO4)2,1
Ba(FeO2)2,0
Pr3NbSb5,1
KSrEuWO6,1
Mg3Si4,1
U11Ni16,0
TbCoC,1
Al3(O2F)2,1
Mg2Bi,1
KC(NO2)2,0
RbY(MoO4)2,1
VF4,1
V3Si,0
LiMnVP2(HO5)2,1
U(CoB)4,0
PuPbAu2,1
NiPtF6,0
Mg4Si3,1
Nd26Ga7Co10,0
RbB3O5,0
Y2HfO5,1
WN6,1
ReH3CSO6,0
Sr2ZnMoO6,0
NaCSN,0
UMnFeSi2,1
La3O2F5,1
Tm2AgIr,1
Ce2ThO6,1
LiCu2F6,1
ZrH2,0
Li3Bi3P8O29,1
PbAuO2,1
LiCo5O3F5,1
LiMnPO4,1
Li6V3P8O29,1
ErMn2,0
Nd4In8Ni7,0
KMg3AlGe3(O5F)2,1
K2PdBrCl3,1
NaMn3O6,1
V5Cr5Ge6,1
U5Re3C8,0
Mg3Si4,1
Mg14TiCu,1
RbV5S8,0
UMnFe,1
Li2BiF5,1
Ba2HBr2,1
LiMn2(PO4)2,1
Ca4Si6Pb6Cl2O21,0
DyZnCuAs2,1
Fe(Bi5O8)5,1
H3CO3,1
Rb2AgSbI6,1
Nd3TlTe6,1
Li2TiCr(PO4)3,1
LiCr2O3,1
NaPu,1
Na3CaFe4(SiO3)8,1
Ba2SrI6,1
Ca3Mn2(GaO5)2,1
Tl3In3SnSe8,1
Ba6Cu11F34,0
BaGd(CoO3)2,1
NbZnCo2,1
Ba6Tb2Al4O15,1
Mg14AlC,1
Sr2CeVO6,1
Ga2(CN2)3,1
SmGaCo,1
Sr,0
Na3B,1
Tl9Pd13,0
Li3V3P8O29,1
BaSrCeWO6,1
Rb3Pr3(PS4)4,0
SnCl4,0
Tb4Nb4O11,1
Na2Ni3O5,1
Nb3V(PO4)6,1
NaSb5O13,1
W2O3,1
DyB2Ru3,0
Cs2HgAuF6,1
LiMg30FeO32,1
Cu3Sn,1
LaSmCr2O6,1
MgRhN2,1
Zn(WO2)2,1
Ca2CrWO6,1
CsYbCoS3,0
LiEr2Tl,1
CuHgSeCl,0
TiZn(SiO3)2,1
BPb2O3F,0
LiMg6Co,1
Mg7Si4,1
RbPbF3,1
Li4Ti3Mn4(FeO9)2,1
Na3Mg4ScSi8(O11F)2,1
ZrO2,1
Mn3Nb8FeO24,1
InHO2,0
SnH4,0
La2Mn3PbO9,1
Y3Fe5O12,0
NaGdHf2O6,1
SrNd(CoO3)4,1
YBiPt,1
GdMgZn2,1
NaLiMg30O31,1
CuH6(SeO4)2,0
Ce2SiTeO4,0
Zr2CuRe,1
ErMnFe,1
MnOF,1
PbSeO4,0
CaNdTiMnO6,1
LiFePO4,1
Mg6BC,1
Li4V5Co3O16,1
LiYMg6O8,1
Zr2TcPd,1
Ba3Sm,1
Rb3Zn3(MoO4)4,1
SrMnN2,1
MnFeCo(PO4)3,1
ThH4(C2O5)2,0
YHfMg6,1
H6NO2F,0
Zn3Si3(WO6)2,1
Nb4NiSe8,1
LiMn2(PO4)2,1
Sb2Pt,0
TbHo,1
Ba2DyCu3O7,0
ZrNiAs,1
Li2Fe3P5O18,1
Na9Li7V16O48,1
BaEu2CoO5,0
Ba2YTi3O7,1
ZnNi4O5,1
BaSeO3,0
Cr(ClO)2,0
MgAuO2,1
Li2MgPb,1
MgTiNi2,1
Ba(Cu2As)2,0
Rb(Cr5Te8)3,1
Cd5Si(PO6)2,1
PrIn3,0
Na4SnH32(SeO4)4,0
SrAlSi4N7,0
Sr3CoRuO7,1
Tb5P12Ru19,0
CaCd2(ClO)6,1
Cr(AgO2)2,0
Ca6Al2NF,1
Li2CuAuF6,1
BaAl2O6,0
LiMn3(PO4)3,1
SrLiU2O6,1
MgCo6(OF5)2,1
Mg2Si3,1
NdAl2,0
H3C3N5,1
HoCuS2,0
Ta2O5,1
SrZrInSbO6,1
Ce(GePt)2,0
Sc3TaO7,1
NaLi2As,1
BaLiZr2F11,0
CeMg,1
LiPdN,1
Mg14TiVO16,1
AsPd6Pb,1
Tb2AgIr,1
Li9Fe4(BO3)8,1
MgSb2,1
Mn12O7F17,1
Mg3Sb,1
LiSiAg2,1
NaTbEuWO6,1
LiY(PO3)4,0
Rb3Ba,1
NaMg30CO32,1
SrLaEuNbO6,1
TiPt3,0
Ca2Mn(PO5)2,0
Sm2Ta2Cl2O7,0
Yb3Ga9Pt2,0
BaO,0
Rb4P2Se9,0
SbRuSe,0
K2V(PO4)2,0
Cr2CdO4,0
Na5Y(WO4)4,0
Y3RuI3,0
Li4Ti3V3(FeO8)2,1
NaMgP,1
Cr(ClO2)3,1
SrB4O7,0
Mg14AlCdO16,1
MgCu2SiSe4,0
Na4XeO12,1
Ba2LaPuO6,1
PrInAu2,0
Y(PdO2)2,0
Te2MoWSeS,1
ThAlIr,0
Ca2BiSbO6,1
Co,1
Ba4Tb2Cd3S10,0
Ga2CoP3NO14,0
AlInSe3,1
Pt(N2O3)2,0
CrN3O4,0
Re4Pb4O13,1
LiVO2,1
NaSb3(PO5)2,0
Cs2NaGaCl6,1
Sn2Sb2Pb4O13,1
GaCo4,1
GdErO3,1
SrGdNiO4,1
KRb2W(OF)3,1
CaSnP2O7,1
H13(C5N)2,0
YB12,0
InHg,0
Al2FeP2(HO)18,1
UOF4,0
Cu5Si4(HO7)2,0
Tm(Fe2Ge)2,0
NaBeSi3O8,0
Rb5SiHO5,0
Al4Ni3,0
Li2GdIn,1
Th2Fe7,0
SmEuFeSnO6,1
Hf4Ga5Ni3,1
Cs3Tm11Te18,0
Mg5MnN4,1
AlInN2,1
Li6Mn3V(PO4)6,1
Li7OsO6,1
K2WO8,0
V2MoW,1
MnSe2O5,0
SbAsIr,1
K3(Mo7O11)2,0
BaNaNdMnO6,1
Ga3Au,1
K5U(PS4)3,1
Te4Mo3W(SeS)2,1
K3Mo3C3(Se2N)2,1
Cd(W3Br7)2,0
BaGa2GeS6,1
Na3Mn2P2(CO7)2,1
NaEuCu2F8,1
Dy2WO6,1
RbTiPO5,1
CeLuAl4,1
CsLu(SO4)2,1
CdI2,0
CaNb4O14,1
Mg14VZn,1
NaInBP2HO9,0
K2ZnN4,0
HoNiGe3,0
LiCoPCO7,1
Al2CoNi,1
Lu6TeO12,1
Li2Mn3CrO8,1
Nb6Zn7,0
Mg30CrBiO32,1
CuN3,0
Er2Si3Rh,0
LuN3O13,0
K2PtBr4,0
YLuZn2,1
SrLaHg2,1
Mn3(OF2)2,1
K4UC2Se2O15,0
LiGd(WO4)2,1
Li3FeBO5,1
LiLa5Ti8O24,1
Al2OsRh,1
PdCl2,0
Mg6FeSnO8,1
Ba3Sr5Ti7MnO24,1
YMn2,0
Ag2IO6,1
LiDyS2,1
ErN,1
Ni12P5,0
Zn2S2O11,1
Mn(PO3)2,0
Li8VFe7(PO4)12,1
VF5,1
Sc2Ga8Co,1
Ti7Sn3O20,1
Rb2CuBiBr6,1
Ta2BiO6F,1
Ga2HgSe4,0
LiSc2Os,1
Na3TmTi2Nb2O12,1
KCr4O8,0
Te6IrBr3,0
LiEu2Tl,1
Cr2H21I7(N2O)3,0
K2LiTi2(AsO5)2,1
CaSi2,0
FeCu(RhS2)4,1
ZrTiO3,1
K4ZrC8O21,1
BaV3O8,0
Li5MnV3O8,1
Rb3IO5,0
TaZn2,0
MnPO3,1
CoP4O11,0
Ti5S8,1
Eu3As4,0
CaCo2(PO5)2,1
Fe(SiO3)2,1
Yb5Cu11Sn8,0
Li2MnFeO4,1
LiZnNi2,1
Cs3Bi2Cl9,0
MgMn2O4,1
Pr2Be2GeO7,0
BaSr2Ca,1
Mg30TiCrO32,1
Pr3Dy,1
RbEr(WO4)2,1
LiAl2H4Pb2(O2F3)2,1
InSn3,1
WO2,0
Sb4Au(Xe2F11)2,0
Cu12Sb3AsS16,1
CaIn2,0
UCu4Ag,0
CdRh2Pb,1
Pr7In6Ni5Ge3,1
W,0
TcP4H36(C6Br)2,0
TbAl3Ag,1
TaTeN,1
Mo4O11,0
DyFe4(CuO4)3,0
CaAl2Si(HO2)4,0
Ag6HgGeSe6,1
LiMnB3(HO3)3,1
AsPb3,1
Na3FeO4,1
BaAgP,0
Pr5Al4(AgGe2)2,1
PtCl4O5,1
Pt(NCl)2,1
C3N4,1
K4CuP6(H4O11)2,0
SrSc4Si5O17,0
Fe10O9F11,1
NpBeO3,1
Tm2Pb2O7,1
Li7Mn4CoO12,1
CdI2,0
BeW2Cl,1
Mo3W(SeS)4,1
Yb(CuGe)2,0
Nd2SnS5,0
WO2F,1
Mn3(FeN2)2,1
AlNi4Ge,1
BaNdEuVO6,1
PrEr3,1
CaH24(BrN4)2,0
K5BrCl4,1
Mg3Ti4(PO4)6,1
Ba3(BiN2)2,1
Ho2Ni2Pb,0
V3(O2F)2,1
Rb2Li(OsO3)2,1
SrNdNiBiO6,1
Li7Mn2(CoO4)3,1
Ho5S7,0
BC5,1
Li4Mn3CoO8,1
Ba(Cd2Pt)2,0
LiFe7(O3F5)2,1
Mn2CrCo,1
CrBi,0
KGdTe4,0
YZnPt2,1
LiMnCo3O8,1
SrSe2O5,0
ReN2,1
Cs2KLaCl6,1
USb3,1
LiMnVP2(O4F)2,1
Ca(IN3)2,0
InH4CSeO7,0
MnCo21B6Mo,1
LiMn3F10,1
Te4MoW3(SeS)2,1
Fe7P6(HO6)4,0
Hg(SbS2)4,0
MgFe(SiO3)2,1
SrV2(H4O5)2,0
CaNd2BeO5,1
SrV4SnO12,1
Ba4(PtO3)3,1
KCaCeFeO6,1
Na2TmPWO8,0
Na3AlCl6,1
Mg14CdCu,1
CsCr5Se8,0
Pr6O11,0
LiBi(PO3)4,1
KCe(PO3)4,0
Mg30CoSiO32,1
Tm4FeS7,1
Tm2CuRu,1
Li2Mn2(SiO3)3,1
ZnNi2S5,1
Te2As2SI6(OF6)2,1
Lu(Mg4Al3)4,1
Sr(SO3)2,1
Hf5Sc5Si6,1
KLaF4,1
Ca3GeH12S2O17,0
Tb5Tl3,0
DyCrGeO5,1
Li9S3N,0
LiFePCO7,1
Te4MoW3Se4,1
HoGa2Co3,0
Ba3Er2Cu2PtO10,0
FeMo3As4,1
MgCrWS4,1
Te6Cl2O11,0
K2Mo7O20,0
PrN,1
K3GaTe3,0
Li2FeP2O7,1
Yb2PbAu2,0
H2O,0
KPH3O4F,0
DyMnGa,0
K4Be3O5,0
Ca9In(PO4)7,0
MgSbRh2,1
Zr6Ga2FeH10,1
TmZnSn2,0
BaZnP2O7,0
Eu3U,1
Sc2Se3,1
Ag3As2C3Se5N,1
Y4Si2Sn13(SbO14)2,1
PrSbTe,0
In4Au9,0
Ru2Au2N10Cl12O,1
Li7V3P8O29,1
GdCu5Te4,1
Ce2Mg,1
CsAsF4,0
LiNb3InCl9,1
Yb2TiO5,1
FeSb(ClO)8,1
K3NaRe2O9,0
Ca3Ag2(GeO4)3,1
SrNb3NO7,1
Dy3Mg2CrS8,1
Ba2SnO4,0
Cs2B12OF12,0
Pt(SN)4,0
Ba(CrN2)2,1
Co2P,0
CuAs2H3OF13,0
LiSn2(PO4)3,1
EuInPd,0
VCo3,1
Ba3Dy2WO9,1
DyFeNi4,1
SrCrO4,0
Co2O3F,1
U3(CuGe)4,0
MgV8Zn4O16,1
B2RuW,1
CaRe2H6C(NO5)2,0
Li2Cu3Ge,1
NaCa3Fe(SiO3)8,1
Ca5(CuO2)6,0
Mg14NbCrO16,1
ZrInCo2,1
ScMn2O5,1
Sm2In,0
CsRb2TbCl6,1
BaCo(SeO3)4,1
KMg30CoO32,1
Ba3Rh(CN)3,0
KMnAs,0
TlCuHCO4,0
Mg17Al11Ag,1
Pr3CuSiS7,0
CeB2ClO4,0
CdClO,0
W2(CN2)3,1
Ba2Zn(HO)6,0
Co2AsClO4,0
Er(PO3)3,0
La6ZnCu,1
Nd4Co3O10,0
Rb9Fe7(PO4)10,0
LiHoSe2,1
KTb2Cu(MoO4)4,0
LiSiB6,0
CsVP2S7,0
Li7Mn4CoO12,1
Ba6Nd2Al4O15,1
Mg5Hg,1
Li3Fe2P2(CO7)2,1
VFeH2O5,0
MnTlO3,1
ThB6,0
Li3NbNi3O8,1
TlAsH2F10,0
LiMg14Fe,1
Mn6O7F5,1
Rb6U3Sb2(PS4)8,0
VH12SO10,1
Sc8Te3,0
SrNdMnSnO6,1
CeP2(NO4)2,1
Ca(BH)2,1
Eu2ZnRh,1
BaSrCaWO6,1
Al2CrFeCo4,1
CsScAs2(HO4)2,0
U2CoO6,0
Li7Fe3Co(PO4)6,1
KFeH2S2O9,0
Ho2ZnS4,0
K2AgP,0
Li10Sn(PSe6)2,1
Ni3OF5,1
LuMn2O5,0
Ba8(MnN3)3,1
Cs2Si(HO2)2,1
Eu2(Ga3Rh)3,0
NiRuO3,1
ReC,0
Mn2CdN2,1
SrY,1
NaCaBe2B2O6F,0
Ba18Pr9Sn4Sb5O54,1
YCo5As3,1
CdSO5,0
LiY(TlCl3)2,1
BaSr3Lu2(BiO6)2,1
Eu2TlSn,1
Mg16Al12N,1
UP2H2CO13,1
Cr30As11C4,1
Sr2LaMnCoO7,1
K3LuF6,1
Nd2(Ga3Ru)3,1
Na5Tb(MoO4)4,0
Ba2Sr3Nb10O30,1
PH10N2O4F,0
Li2CoCuO4,1
CaMgCd2,1
Nd(SiRh)2,0
Ca2Ta2CuO8,1
Mn7Nb(PO4)12,1
Li2Sb(PO3)5,1
NbCr3(CuS4)2,1
H4NClO4,0
SiPN3,1
TeMoS,1
K3YbV2O8,0
Yb2TeO6,1
AlH8C2N,0
Cu3Bi2S4Cl,1
Li2V3CoO8,1
Na3Zr3Fe(PO4)6,1
ErGaO3,1
PbS2(NO4)2,0
GdHg,0
BOs3,1
K2Nd4MgNb2O12,1
NaLaV4O12,1
Li4CrTe(WO6)2,1
Mn2CoN2,1
Cs3InP2,0
CeSe2,1
SiBr2,0
Li4Fe7(PO4)6,1
AgBF4,0
CdInPd2,1
La6CoCl11,0
Na2CrHgF6,1
HCO,1
SnP2O7,1
HC2(NO2)2,1
RuC3SeO3,0
Ho2TeO6,1
K2Be2(Si2O5)3,0
Sr2UNi,0
GdHfF7,1
CsCo(CO)4,0
Na3MgC2BrO6,0
MgB3O13,1
SrEuO3,1
Rb8Cu6As8S19,0
Rb2MgO2,1
TlNO3,0
Li2Mn3GaO8,1
Co2O3F,1
HfNi2Sn,0
MnCu4Sn,0
YbIn5Co,0
FeCo5O12,1
Li3Mn4(BO3)4,1
Li4MnCo2O7,1
HfCoSi,0
Eu(BOs)4,0
Nb2CuTe4,1
BaBi2Br2O5,1
Sr2V3O9,1
TmTe,1
Mg5Si9,1
Sr3SbN,0
Co3H,1
LiSb(PO3)4,1
GaN,1
ZnB3Ir4,0
YBi3,1
MgCd2,1
ZnFeC5N6O,0
MnAu2,0
Fe5O7F3,1
TaGaRh2,1
NaAcHg2,1
HoPt,0
Li5Fe8(BO3)8,1
NaIn2Au,0
AgSO4,1
Li2V2P2(H4O5)3,1
Li2Mn3FeO8,1
LiMn2P2O9,1
ScTlCd,1
Na2MnCSO7,1
LiCu(PO3)4,1
Co21(SnB3)2,0
LiAl(H3C)4,0
Sn3Te2Se,1
V2Zn3H2O11,1
Li6V3P8O29,1
SiSnN2,1
Li4NbFe5(PO4)6,1
Li2BPCO7,1
BaSrSmSeO6,1
Yb3Ga8Rh3,0
SrAcTl2,1
Mg14VMo,1
AlCoW,1
BaSr7Fe6(CoO10)2,1
Li3Mn2Fe(BO3)3,1
Li3MnPCO7,1
CaVFe(P2O7)2,1
RbYMg14O16,1
Li2Si,0
Li4MnO2F3,1
Li5Mn3(NiO5)2,1
Rb3IrBr6O,0
Li7Mn4CoO12,1
K2PdO4,0
NaLi2La3Ti6O18,1
Zn13Sb10,0
HS2IO8,0
Si,1
Li3V3P8O29,1
Mn4Cr(Co2Sn)5,1
AgH2C2N3O,0
SrV6O11,0
Mg3Ti,1
Sc2InRu,1
NaMg6BO8,1
H4N2O3,0
Si3C10NO7,1
HPb3ClO3,0
Nb2(CN2)3,1
Sr2CrOsO6,1
Ba2Gd2Si4O13,0
Na2(NbSe2)3,1
Mg(CoO2)2,1
USiSe,0
Cs2Ca2Be3F12,0
Zr3V9Ge10,1
Li2VCrP2(HO5)2,1
SeO2,0
NbCrN2,1
YbGe2Pt,0
Li3MnV4O12,1
BaLa3TiCr3O12,1
NaMg2HSe2O7,0
Li3CoOF3,1
NiSeO4,0
U(MoO4)2,1
MnZnO2,1
LiPrNdO2,1
SmCrGeO5,1
Tm2PdAu,1
KYbSiS4,1
HPd,0
Hf6PbO18,1
K2GaP2,0
Ba3As2S8O7,1
LiFe8(OF)8,1
Cr2S3,1
YbNiH3,0
K2TeClF5,0
SrLa3(Cu2O5)2,1
Li6Mn3CoO10,1
PrEuMnWO6,1
Np(SiIr)2,0
CaMg30BiO32,1
V3O8,1
MoWSeS3,1
In4CuAg3Te8,1
Eu(GaGe2)2,1
NiTeO4,1
Mn3FeNi2(PO4)6,1
Ca2Cu2Si3(HO3)4,0
ScMn2O4,1
CdH8C2S2(N2Cl)2,0
Na6Co2As(CO4)4,1
SrMg6Ga,1
K2CuBr3,0
SmTiO3,1
CdP14Pb,1
Co2Ge,0
LiSmO2,0
TaMn2,0
Gd2SiO5,0
Li5VO4F,1
KLiY2(MoO4)4,1
Li9Mn2Co5O16,1
Bi,0
Sb4Br2O5,0
Th2(SiIr)3,1
Yb4Mn3,1
Li2VO2F,1
HoMn2,0
Na4Cu7P4(ClO9)2,1
TlP(HO2)2,0
K2Sr2O3,1
Li(CrS2)2,1
Na6CuP4(H13O15)2,0
H8C3S(N3O2)2,1
Rb2UI5,1
Cr2SeS,1
HfCdO3,1
Sn4P2O9,1
MgZn2,0
BaMg6Fe,1
Fe2NF6,0
K3AuF6,1
La7SmMnFe7O24,1
KB6H4(OF3)2,0
Sm2SbS,1
CaMnP2O7,1
Ba(AsPd)2,0
Pm3Sc,1
MgTi5O10,1
Sr4LaMn5O15,1
UInAu2,0
Mg3ZnH24(CO3)8,1
Zr2Cr30P19,0
PrBi3,1
KCa2(SiO3)8,1
SiTc2As,1
Rb8U9O31,0
CuP2(HO)4,0
LiCuF4,1
ZnCuN,1
Ho2TeO2,1
NaY2In,1
He,0
LaSeCl,0
Y4MnS7,1
PrY,1
HC,1
Ho2MgAl,1
VOF3,1
MgVO3,0
Li2Co(CO3)2,1
Rb3Na,1
Na4MnO3,1
V2O5,1
SnBi3,1
ErCo3P2,0
Zr4FeBiPb4O15,1
Dy2Fe14B,0
HgO,0
Na4Sn5O12,1
Re6Se7Br4,1
Ba2Mn(AsO4)2,0
MgSi2,1
Li2NiP2O7,1
BaMg30FeO32,1
BaNiO3,1
LaMo2O5,0
Ge(SbTe)4,1
NaYbS2,0
TiFeO3,1
Ti5Si4,0
Mg4Si7,1
MgCr7(SO4)12,1
Tb5Pb4,0
Hg2P2H4O9,0
Li6VO4F,1
Li4Mn5O9F,1
Al2(ZnS2)3,1
CO,0
Ba2NF,1
TmB4Ru,1
Li4Ti2Mn3(Fe2O9)2,1
LaCo4B,0
ZnNi(GeO3)2,1
MgCl2,1
MnTl(PO3)3,0
NaNd3GeS7,0
Ce3TiAlS7,0
LuP,0
Mg6NbCrO8,1
DyAlNi4,1
Li3Sb3(PO4)4,1
Zr10(AlSb)3,1
Rb2PdN2(ClO2)2,0
CoNiN,1
Cu5Ge2,1
NaZn2P3O19,1
La2Al(BOs)2,0
LaHg2,0
PW6Cl17,0
Zn3As2,0
Ag2NClO3,0
YO2,1
BaNdCo2O5,1
TiPO4F,1
Ca2IrRhO6,1
Mg2Si3,1
VH6(OF)3,1
Rb2In4O7,1
ZrInCu2,0
Er20Cu6(Pb3S14)3,1
Li3Nb,1
MgAg4(RuO3)4,1
Er(Fe5Re)2,1
Er2NiOs,1
Tb2MgSe4,1
HoCuGe,0
NbFeSi,1
K3NdH6(C2O5)3,0
Li3Mn3FeO8,1
BaTb4SmO12,1
CaH2Pd,1
Rb2CrCl4,1
Na4ZrC8O19,0
K(IO3)2,0
GdY3V4O16,1
Fe(CoN)3,1
Sr2UCo,0
Mn2Tl2(MoO4)3,1
KNd(PO3)4,0
Li8MnFe7(BO3)8,1
YPRu2C,1
NaLaHfTiO6,1
K2MgH8(SO6)2,1
CeHgAu2,1
Mg14ZnCrO16,1
Hg2P2S7,0
CsLi5Mn(P2O7)2,0
Tl2BiP2S7,0
Al4Cu13Si2(SbO14)2,1
ScNi5,0
MnRePt,1
In2NiS4,1
Pr8Ni4O17,1
Li3As,0
BRh,0
LiSmGe2,0
NdErTl2,1
Mg5Si9,1
Mg14NbCrO16,1
Ce2ZrO6,1
Yb6Al7Cu16,0
WO3,1
BaMg14CuO16,1
Ba2GdV3O11,1
La2H5,0
Ta3AgO8,1
La8Cu7O19,1
Li3Co2NiO6,1
Li3Mn2(CO5)2,1
Te2Pt,0
LiMnCo3O8,1
NaCo2H3(SO5)2,1
SrLiNdCoO4,1
Ba2TlFe2O7,1
Sc(CuO2)2,1
CsSnSe3,0
V2O3F,1
Na3SrTiNb3O12,1
Na7Fe7P6(O8F)3,1
