formula,target
Zn2B2PbO6,0.0
HoTmO3,0.09600759112499979
C3N4,0.25702316285714133
Er6Nb4Al43,0.0
Cd5P3O13,0.051738874702380144
YMg14V,0.1272967761558217
Na2TiSiO5,0.0026976150000006527
CaMg6Sb,0.16722719300244648
CsRb2MoF6,0.0
B8P2H18IrC8Cl,0.46831756452260365
Mg3Si2H4O9,0.0002566163888886308
Nd4GaSbS9,0.0
Sr2LiYbUO6,0.24696433113636385
Li6MnV3(PO4)6,3.662229836989564
Ta3(BiS3)2,0.0
Ce4Ni3Pt,0.012395171250000558
Fe3P2H6O11,0.5695516697727143
KMgSb,0.0
Tm2Pt,0.0
MoWSeS3,0.03404494208333286
BaAlO5,0.4539557358928574
Rb2TlCl5O,0.573610834166665
CeSe2,0.4988722238888892
YSnAu,0.08964927666666966
SiH7N2F5,0.0
Mg5Ag,0.015262536666666993
PrCoNi,0.07832731343137311
Li2CuSiO4,0.0769764421875001
InGa5As4,0.07044982225000007
MgMnSiO5,0.08796491114583205
Fe7Pb7F34,0.0007714961666795972
CsK4GaO4,0.0
Hf2MnTc,3.9227165390625
Li2Fe2NiO6,0.12055878481191051
Lu(Al2Fe)4,0.0
Yb2Be2SiO7,0.0
Yb3Si2ClO8,0.06051345868095126
NaPt2Se3,0.0
Pu2InNi2,0.6527624132222218
ThGe2,0.0
NaMo3P3O16,0.0
LiSn2P3O10,0.059057895843743324
Al2GaN3,0.007277167500002513
P2H4PbO8,1.6466057816666773
MgTi11O20,0.007333722890626504
Cs3(Cu4Se3)2,0.003768667352941346
Ba2Ca7I18,0.07217705870370361
LiTb4Al2(FeO6)2,0.15547387961309234
Rb(CoS)2,0.0
RbP,0.9880170429166668
Sm27Y5O48,0.01974235810937408
K3P4H5O14,0.0017964853846272888
BaAlSi5N7O2,0.0
HfV2,0.033770608333332675
Er2Ni7,0.0034789661111114256
Mg4Si3,0.195661139999999
Rb2(WO4)3,0.32006778205882735
Be2Tl2Co(O3F4)2,0.21051787561403756
TaAlCu,0.014911569999999763
Na4P6PbO18,5.008019584123561
Rb2Cr(ICl)2,0.2996470590476177
Tm4Ni13C4,0.0
FeMo3S4,0.22257520927884578
AgBHC12(NF2)9,0.15024197664682326
MgP3W3O13,0.17304975895832797
Li9Mn2Co5O16,0.0736447384375003
Li2Nb(PO4)2,0.10239564021154202
KCo3Cu(AsO4)3,0.1781983685624935
Te2Au,0.017777046249999984
ZnSi4As2(H3C)12,0.0440658468727273
Sr2Ti5Al17O38,0.005562386048385548
MgFe8(O7F)2,0.21623088480000252
Pr5As2ClO10,0.0
SrLiTa2O6F,0.019688611363639197
Ni3S2,0.0
Si3P2Pt,0.0
NaIn2Bi,0.8595242025000001
PrH16N7O19,0.09029409553487522
Pu,0.5457433199999997
Ga3Ag,0.0812966661458332
KHoBeF6,0.0
CrGa2N3,0.21897165333333568
Sr3Co3N5,0.07855502301136408
ReSi2Tc,3.5700191345312504
KNiPH2O5,0.0
SrLaEuNbO6,0.030346929554687208
K30Ga9As19,0.0
Sc5Cl8,0.0
Li2SmPCO7,0.09932222000000035
Cs2PH4Se3O2,0.015174371940104514
Ba2EuBiO6,0.008074800749999334
UTcC2,0.0
HoMgRh2,0.0
CaMoN3,0.026769174000000007
Hf2Zn,0.0
Y3Tl5,0.0
DyCdGa,0.0
Mg(SnO2)4,0.15745271538461658
Li4GeS4,0.00035555916666574205
Ba3Ca3(MoN4)2,0.0
Sr2YVCu2O7,0.16744353418269142
Ba2La2TlCu2O9,0.03020090144096166
Er4Zn5Ge6,0.0
In2O3,0.412404738400002
Sr3(CoO3)2,0.033301064999998964
PrOs2,0.022335417500000787
Fe3N,0.0
Gd2TiO5,0.0
K2AgC3(SN)3,0.06610081412500168
Li4Ti2Nb3Fe3O16,0.10119540111606362
Li2MnVP2(O4F)2,0.034651822187499626
AgTeO3,0.0
YFe3(BO3)4,0.010900623999999581
NaAu3,0.0917391512500001
Th(SiRu)2,0.0
NClO,0.01913390166666673
In2BiSe4I,0.011739891250000856
Ba4Nb3O12,0.053084863009868144
BeClO,0.30200821833333347
LiB3H18N5,0.11358764527777687
Li3CoPCO7,0.06625510365384724
Rb3Tc,1.2414379043750001
Er3Co6Sn5,0.014898152633930906
NaEuTi8(PO4)12,0.0
LiP2WO7,0.05108054580681287
Lu3Ru,0.0
TlBi,0.11188889049999995
RbV3Cd3O11,0.0
YbSmO3,0.1326257936249986
Lu5Ni2Sb,0.0
Mg14NbW,0.19320099102349042
Li3VCr3O8,0.5775233356875109
Ba2YCr3O7,0.056326721570517435
NiC4S4(NO6)2,1.107429104130433
Mg6MnZnO8,0.031605192187500464
SbXeO2F7,0.23641708295453867
MgV2O4,0.10705273880952504
LiCu5(PO4)2,0.11884180078124373
Y(AgCl2)3,0.007102643999997937
Fe7Co,0.0005320412500005034
ReRu2(NCl)10,0.7047152368599034
Li2SmTl,0.0
RbCO2,0.0
CrRe5B2,0.026634829062501808
Sr(CoGe)2,0.0
CaEuMg2,0.028602703124999795
NaVCu3Se4,0.07143210637681197
Sc2CoNi,0.011171614999999413
Dy(AsO)2,0.8630345851000047
Lu(CoGe)2,0.0
LiFeP2HO8,0.0726190891346139
Mn6HO12,0.019607957746660354
Li2TlCd,1.1057139699999992
KMgV5(H8O11)2,0.014269916888896006
Pm2ZnSi,0.0
K2TlNiF6,0.09504810385416906
K57Se34,0.05785864005494501
VO2,0.0707772241666671
Gd3TaO7,0.010417150000021635
LiMn(PO3)4,0.11933298527777758
Ir2S3,0.0
La2O3,0.0
Lu2TcAu,0.12893994374999984
