formula,prediction,dens_score,peak_score,is_valid,predicted_e_above_hull,is_theoretical
CaSbPb4,129.9826965,12.08734364,24.58787048,TRUE,0.020168111,0.999659836
Ba4Ca4Cu6Hg2O17,129.4580688,75.55823988,20.48305779,TRUE,0.043574587,1.000372171
Ba6Ca6Cu9Hg3O25,128.022995,90.42050744,19.85801091,TRUE,0.032492414,0.986157596
Ba2CaTl,126.5846024,2.402360771,24.83166577,TRUE,-4.38E-05,0.999855399
Ba2Ca3TlCu4O11,125.1708145,51.91217458,20.97487544,TRUE,0.02110979,0.99982965
BaY7,119.3117905,2.756118809,22.16561677,TRUE,0.092695907,0.999943137
Na(Cu3O4)2,112.2026215,11.14033721,20.50665546,TRUE,0.051025182,0.999851942
TlCuO2,110.6937637,11.3813774,20.10664549,TRUE,0.009119064,1.0000211
CrHO2,103.0739517,9.615402677,19.12640775,TRUE,0.001594871,1.00068891
Ca3Tl2O6,102.9670715,40.68769947,17.1461576,TRUE,0.002993956,0.995639563
CrAuO2,101.8387299,18.79170432,18.5649699,TRUE,0.000119671,1.000230551
AlTlO2,100.9732361,10.00688053,19.48423927,TRUE,0.040938735,1.000608683
Ba3Sr(Cu2O5)2,100.8251038,102.8690185,13.31993246,TRUE,0.064899214,0.999905884
CuHgO2,100.298851,19.94224466,18.02746452,TRUE,0.049214482,1.000210762
CdAgO2,99.43515015,20.98060173,17.23686092,TRUE,0.024211064,1.000223041
Ca6Al7O16F,98.90345764,11.38743068,18.21542739,TRUE,0.000125796,1.000105143
Ca3LaMn4O12,98.88028717,12.56779966,17.77002185,TRUE,0.068618067,1.000013828
TlAgO2,96.4056015,13.48577785,17.55767177,TRUE,0.00191845,1.000037909
Ca10Ti8NbAl(SiO5)10,95.95741272,10.44155238,17.67395586,TRUE,0.004451424,0.999373436
Ca33In4P28Pb3O112,95.8743515,37.24039609,15.79440356,TRUE,0.001518294,1.000055194
Sr8Ca3NdTl2Cu8(PbO14)2,95.69133759,138.2938708,8.821863383,TRUE,0.021186203,0.998378396
Ba2YCu3O8,95.2728653,55.58683772,14.25421785,TRUE,0.065839656,1.001338601
Ba2CaCu3F14,95.12497711,8.948208984,18.13352754,TRUE,9.27E-05,0.999236465
FeCuO2,95.06874084,31.48798474,16.0177678,TRUE,0.011524275,1.000917792
Ca2Fe3Sb(PO4)6,94.97077179,4.397041413,17.67799169,TRUE,0.024815857,1.000016212
SrCaPbO4,93.9397583,6.335027732,17.57998622,TRUE,0.014157131,1.000039577
Ba2YAg3O8,93.56433105,45.09738639,14.96413703,TRUE,0.066339299,1.000095606
SrCa7Mn8O23,93.12020111,38.69704789,15.91169026,TRUE,0.063684963,0.99999845
CaMg30AlO32,91.38569641,20.13409846,15.92854394,TRUE,0.045049325,1.000003815
Ba2YCr3O7,91.22344208,12.32370533,16.36388271,TRUE,0.068197586,1.000030994
Ca3Mn4BiO12,91.06764984,8.586035995,17.10601421,TRUE,0.034218043,0.999970317
SmTlO2,91.04760742,9.404302222,17.57990959,TRUE,0.092195794,0.999932945
LiCrO2,90.9358902,30.21751839,16.39566969,TRUE,0.069635279,0.999427557
NaMg30AlO32,90.88424683,13.46939301,16.57759213,TRUE,0.017774254,1.000000477
MnAgO2,90.55553436,20.58371195,16.54754936,TRUE,0.014300093,1.000895619
Sr2Ca6Mn8O23,90.5157547,12.34380485,15.75568969,TRUE,0.067560695,1.000003338
BaCa3O4,90.20779419,5.883863272,16.47314238,TRUE,0.045701027,0.999798834
NaCa9TaTi9(SiO5)10,89.28219604,10.48934519,16.63528989,TRUE,0.000277117,1.000079393
Mg5Pb(SO4)6,89.1368866,6.452947224,16.60698452,TRUE,0.000803217,1.000031948
Ba4Y2Cu5O14,89.04613495,199.2213797,2.539146288,TRUE,0.050694719,1.000135779
CaCdO2,88.98221588,29.25636807,15.04814987,TRUE,0.0008993,0.999977946
Mg30ZnCdO32,88.69610596,21.73592598,16.36166359,TRUE,0.01705578,0.999938667
SmAgO2,88.55784607,84.38199269,13.02271604,TRUE,6.17E-05,0.999710321
CaMg30SnO32,88.03799438,22.8217525,14.9256931,TRUE,0.071155496,0.999996066
Ca6Si2H6O13,87.9050827,24.24924674,15.73981985,TRUE,0.007115647,0.999126077
CaYMg30O32,87.82293701,22.51827468,15.77190683,TRUE,0.059695907,0.999985099
ZnCdO2,87.21862793,17.42834475,15.9583096,TRUE,0.06737376,0.999837041
Ba4Lu6O13,85.83573151,8.635587989,16.19981043,TRUE,0.037535414,1.000102282
MnHO2,85.69720459,8.67476179,15.5586033,TRUE,0.046112999,1.000340939
SrCa3(PbO4)2,85.68328857,5.855570963,16.05202487,TRUE,0.017825142,0.999960065
Ba2Nd(CuO2)3,85.49472046,24.29602073,14.35991453,TRUE,0.006683365,0.999754906
Sr4CaLaTl2(Cu2O7)2,85.31564331,190.2110256,5.870189441,TRUE,0.019091696,1.000027895
Ba2YCr3O8,84.94085693,10.82404663,15.4854061,TRUE,0.04192473,1.000043869
CsAgO2,84.7795105,12.81071099,14.94656214,TRUE,-1.11E-05,0.999104202
GaAgO2,84.08702087,16.22931887,14.47611476,TRUE,0.069272935,1.001085281
CaSb4H6(SO8)2,84.05830383,5.944078313,15.72811562,TRUE,0.003681958,0.999990344
BaSr3O4,83.86026764,3.889867556,15.99036512,TRUE,0.048965588,0.99990201
Mg30AlCdO32,83.77001953,20.09458648,14.47771398,TRUE,0.061728194,0.9999789
SrCaCuO3,83.06947327,13.72587382,14.7914814,TRUE,0.021944806,1.000006676
YMg30CdO32,82.71305084,25.12333186,14.07690923,TRUE,0.07615561,1.000012755
AgPbO2,82.64221191,19.00004785,14.64825339,TRUE,0.033375099,1.000085592
Ba2CaCuAg2F14,82.50054169,12.44811232,14.63567555,TRUE,0.023534968,1.000015259
GaCuO2,82.45048523,19.91369925,15.18851925,TRUE,0.081850938,1.00070262
Na13Ca7S12Cl(O24F)2,82.17320251,9.746849343,14.79581724,TRUE,0.014416501,0.999935627
Ba2YMn3O7,82.1448822,260.5005001,1.162752222,TRUE,0.036413208,1.000002742
Mg30VZnO32,81.71276855,24.54599121,13.6600099,TRUE,0.012191117,0.999965489
CaMg30BiO32,81.63309479,25.13831754,13.82807184,TRUE,0.094945572,0.999969721
Ca16Mn14Al2O45,81.62878418,23.71724689,13.85794833,TRUE,0.07362482,1.000015497
Ba2CaCuSb2F14,81.58022308,14.9279343,13.80614555,TRUE,0.053933576,0.999986172
Ba2Zn3F10,81.20885468,5.722505503,15.51767158,TRUE,0.002618536,0.996434331
CdAuO2,81.18458557,27.07064093,13.74776115,TRUE,0.019160822,1.000431299
NaCa8SmTi10(SiO5)10,81.0092926,17.57103724,14.31332184,TRUE,0.009405583,1.000105381
RbCrO2,80.68969727,35.60982768,13.97027754,TRUE,0.000139162,1.000805378
AgAsO2,80.54639435,11.4086146,14.98360888,TRUE,0.047514841,1.001259923
CsGdO2,80.42145538,6.105192733,14.50641058,TRUE,5.52E-05,1.000628114
Ba4LiY2Cu5O14,80.02850342,18.67640761,14.44917906,TRUE,0.029952556,1.000017881
FeAuO2,79.96603394,124.9495229,7.303718442,TRUE,0.010342687,1.000208616
CrPtO2,79.92736053,32.19517108,13.09378084,TRUE,0.002763808,1.000052094
Na6Ca3MnC6(O9F)2,79.88470459,5.177636379,15.78381095,TRUE,0.000174657,1.00006032
Mg30MnAlO32,79.82707214,30.47444268,12.50088185,TRUE,0.048790395,1.000016093
Ba4Zr5O14,79.71687317,10.61221954,13.88636282,TRUE,0.048788756,0.99971664
Ca2Al3Si3HO13,79.29112244,14.50897039,14.01484092,TRUE,0.067611612,1.000590801
Li4Cr5O10,79.09951782,8.950115654,14.31167713,TRUE,0.033059612,1.000041485
TlAuO2,79.02160645,13.04976079,14.48862159,TRUE,0.014629349,0.999687672
LiMg30AlO32,78.97743225,19.82423325,13.86180277,TRUE,0.008411363,0.99999094
Ba2YMn3O8,78.96422577,49.77498086,11.47615299,TRUE,0.019545585,1.000091076
Na13Ca7S12Cl2O48F,78.92385864,8.255980713,14.0864962,TRUE,0.016870171,0.999935687
BaMg30CdO32,78.51235962,14.1984758,14.15355048,TRUE,0.095341399,1.000007629
SrCa2Cu2(BiO4)2,78.42975616,161.9132739,4.526694561,TRUE,0.084468268,0.993074179
TlInO2,78.19593811,73.6847491,10.45124344,TRUE,0.06486243,1.000023127
YAgO2,78.09675598,23.21689166,13.85512746,TRUE,2.79E-05,1.000188112
YH18(BrO6)3,77.9021225,2.184963634,14.68168326,TRUE,6.65E-05,1.000170946
NaYMg30O32,77.79043579,20.53789736,14.21520106,TRUE,0.031111211,1.000007868
Ba6YTl3(Cu2O7)3,77.75205231,36.63562667,12.60301106,TRUE,0.044463068,1.000082254
Ba2YTlCu2O7,77.72329712,183.0062693,4.741445974,TRUE,0.011642888,0.992525876
AgHgO2,77.66721344,21.73117896,12.99919258,TRUE,0.03221561,1.000078201
SrCrO2,77.63528442,21.07733045,13.17283677,TRUE,0.075375974,1.000003457
Ba2CaCuBi2F14,77.62538147,8.574139474,13.81981483,TRUE,0.040980756,1.000014305
DyTlO2,77.56140137,5.587341294,14.65063602,TRUE,0.077184565,0.999773264
Li9Mn10O20,77.50816345,123.026876,7.083415766,TRUE,0.04225117,0.99992013
YMg30CuO32,77.18331909,27.93174744,13.27050359,TRUE,0.049022019,1.000020266
MnCdO2,76.87399292,22.1114315,12.82457414,TRUE,0.027337804,1.000017643
Sr6CaY2TiCu6(HgO10)2,76.41477203,145.5950946,5.904258884,TRUE,0.079039492,0.998432159
Ba2CaMgAl2F14,76.30738831,9.308517287,13.48943875,TRUE,0.000147685,1.000092864
KAgO2,75.96997833,16.69566583,13.75419443,TRUE,0.019195437,1.000285268
Sr4Ca4TiMn7O20,75.89518738,120.2238201,6.765884666,TRUE,0.062807724,1.000041604
CuAgO2,75.68829346,18.75513161,12.83188813,TRUE,0.040667742,1.00117147
YMg30AlO32,75.66184998,24.94348174,12.65004069,TRUE,0.082555264,1.00001502
Mg255FeO256,75.5357666,26.42268827,12.19283744,TRUE,0.043821752,0.998890281
NaCa2Mg5AlSi7(O11F)2,75.44937134,6.046646981,14.56014012,TRUE,0.000582919,0.998312175
Sr4CaHoCu6(PbO4)4,75.40006256,12.08851489,13.78229221,TRUE,0.02606158,1.000018001
Ca3NdMn4O12,75.33294678,9.613107336,13.49497047,TRUE,0.009715021,0.999903917
NaMg30SbO32,75.0309906,14.20715546,13.46822164,TRUE,0.051702961,0.999977589
MnAuO2,74.29042816,18.94686822,13.82804302,TRUE,0.013176173,1.000185132
TmHO2,74.19906616,3.333701149,13.94566086,TRUE,0.009710908,0.999922156
Ca2CdSb,74.18496704,2.943938729,14.14410855,TRUE,0.058463603,1.000041842
Mg30AlCuO32,74.05357361,15.45851502,13.01020345,TRUE,0.034918502,0.999985933
Li6Ca3MnC6(O9F)2,73.88217163,8.153537459,13.13528111,TRUE,0.015533984,1.000015378
Ca3HoMn4O12,73.5746994,19.84144976,12.17999362,TRUE,0.01589638,1.000038385
CsDyO2,73.35699463,4.549223622,14.009631,TRUE,3.62E-05,1.000014782
Sr2CaO4,73.09781647,18.1111178,13.32030717,TRUE,0.037670627,0.996782482
Ca6Al6Si3(HO12)2,72.85554504,17.78810251,12.9644699,TRUE,0.071197748,0.999824882
Mg30AlFeO32,72.66479492,25.98434415,12.00639741,TRUE,0.049288422,1.000022173
InAgO2,72.65786743,13.03317819,13.22736965,TRUE,0.003016353,1.000451088
ErTlO2,72.25775909,3.447679944,14.30458378,TRUE,0.095612772,0.999705911
Mg47NiO48,72.22594452,19.59543984,12.7944093,TRUE,0.014232725,0.999369383
Ca8Zr6CO22,72.15008545,17.72120739,12.84925378,TRUE,0.050960228,0.999964237
Ba2CaV2(P2O9)2,72.01712036,9.300309331,12.89351712,TRUE,0.020610601,0.999616742
Mg30VCuO32,71.98114777,19.71299307,12.58140437,TRUE,0.028478593,0.999999464
KNaMg30O31,71.97077942,22.92744061,11.70966927,TRUE,0.083635911,1.000014901
Mn2Cd3O5,71.87904358,18.14462911,11.96531476,TRUE,0.027413145,1.000062227
YMg30ZnO32,71.46395111,26.41774622,11.42843705,TRUE,0.059507288,1.000017643
CaFeO2,71.40776062,18.05195222,12.22617004,TRUE,0.090899892,0.996510386
Ca3Tl4O9,71.34596252,18.26605456,12.59999562,TRUE,0.002960563,0.999845624
Ba4Tm6O13,71.33504486,11.32223783,12.60772159,TRUE,0.055885285,0.999904394
NaMg30CrO32,71.2989502,23.06606955,11.42481521,TRUE,0.097556233,0.999995232
Ba2Cu2O5,71.24586487,94.19221458,6.978930569,TRUE,0.085565567,1.001042843
NaMnO2,70.98007202,26.09224666,11.96024451,TRUE,0.054949231,0.976644516
Ba6ZrO8,70.83991241,8.089904119,13.02824806,TRUE,0.063395724,0.999943733
NaCaSiHO4,70.68166351,8.847094111,12.15358911,TRUE,0.002576455,0.986593843
SrCa7Ti3Mn5O23,70.46140289,14.69277968,13.28145268,TRUE,0.05850137,0.999872327
CaMg30CuO32,70.3307724,20.14776077,11.91102908,TRUE,0.025072262,0.999946535
GaAuO2,70.13851929,13.53698078,12.84291036,TRUE,0.009224668,1.000002861
Mg31NiO32,70.10752869,20.89771857,11.64994218,TRUE,0.006448597,0.999679744
Sr2TlCuO5,69.55386353,26.9839393,11.14290472,TRUE,0.021650776,1.000040412
CaMg30SiO32,69.51974487,26.48068497,11.92552267,TRUE,0.091167286,0.999995828
Sr3Ca5TiMn7O24,69.25286865,64.27876174,9.381196079,TRUE,0.084138095,1.00005126
NaLaMg30O32,68.96514893,13.43227464,12.2895467,TRUE,0.055248693,0.999988854
Ca16Mn14Al2O47,68.84175873,20.47996246,11.25612891,TRUE,0.094318703,0.999996841
Ba2CaGa2CuF14,68.53435516,17.25402936,11.87942848,TRUE,0.000224918,1.000164866
Zn3Cu9H,68.48666382,21.3367725,11.74405189,TRUE,0.063360363,0.999469757
CaMn2Be3(SiO4)3,68.42524719,6.369386474,12.37849601,TRUE,8.26E-05,0.99968183
Ba3Zr4O11,68.09320831,8.897255999,12.8838619,TRUE,0.051455885,0.999849439
Mg30TiCdO32,68.08370972,22.05368624,11.15849981,TRUE,0.072342612,0.999993324
YMg30MnO32,68.0273819,20.87847576,11.25455526,TRUE,0.06543199,1.000017643
Ba4CaV4Cu2F28,67.87104797,9.729480525,12.22186162,TRUE,0.023873359,1.000071168
Na3Fe5O8,67.66784668,18.62937781,11.51153528,TRUE,0.079110563,0.99988687
Y(ClO4)3,67.38221741,3.848162803,12.32764075,TRUE,3.73E-05,1.000301957
MgFe2O3,67.30273438,31.50560057,10.08429694,TRUE,0.017788664,1.00000453
SrCa7TiMn7O21,67.20915985,44.43257743,10.03943961,TRUE,0.093910046,1.000004411
Ba2TlCuHgO5,67.20450592,30.45129317,11.10973762,TRUE,0.081719637,1.000062585
CaCd4Sb,66.96711731,8.174277069,12.47294323,TRUE,0.005834654,0.992724776
LiTlO2,66.77044678,6.007380534,12.55573592,TRUE,0.024897635,0.975477576
BaSrCaMg(SiO4)2,66.62687683,27.39809356,11.16483197,TRUE,0.015076026,0.99964726
EuCuO2,66.53605652,17.55062808,11.27198701,TRUE,3.47E-05,0.998993754
NaCa5ScZn5(SiO3)12,66.25054169,5.405627364,12.21704836,TRUE,0.038266927,0.99930191
Sr2Ca6TiMn7O20,66.07702637,88.24042319,6.597301207,TRUE,0.08151412,1.000011444
HfMg30ZnO32,66.02130127,29.49767443,11.32518757,TRUE,0.093659803,1.000007153
KGdO2,65.89555359,6.140136249,11.74502063,TRUE,0.000105366,0.980633378
CaSn2(PO5)2,65.88768768,5.242333024,12.4690599,TRUE,0.087232672,1.000077724
Ba3SrTl2Cu2HgO10,65.88365173,20.95831661,11.03543154,TRUE,0.050226569,1.000038147
CuHO2,65.5837326,6.519006998,11.58689771,TRUE,0.057973012,1.000449657
CaV2P2(H4O7)2,65.57378387,4.551459816,11.9476715,TRUE,0.041113526,1.000596881
LiAgO2,65.46217346,16.17556968,11.43592183,TRUE,0.078179672,1.001099586
CaSn2P2O9,65.41452026,6.22542251,12.08728712,TRUE,0.073633775,1.00012207
Tl3Cu9H,65.3210907,13.10028087,11.40538017,TRUE,0.022589281,0.999849856
Sr2NdCu3(PbO4)2,65.30997467,32.07315013,11.12122604,TRUE,0.020258382,0.998932242
SrCa2(FeO2)3,65.28735352,16.46321235,11.09299334,TRUE,0.061945148,1.000067472
Ca11Tl9O24,65.16518402,4.88138592,12.3436997,TRUE,0.009193122,0.99996978
SrCa7Ti3Mn5O24,65.15732574,24.81679146,10.61491061,TRUE,0.077012569,0.999978185
BaMg30CoO32,65.15254211,21.6996288,11.27729994,TRUE,0.086518265,1.000036836
Sr4CaYCu6(PbO4)4,65.1366806,14.35986127,11.80809278,TRUE,0.025734127,1.000001431
CoAuO2,65.04075623,30.53165153,10.51559799,TRUE,0.000121906,1.000262141
Sr4Ca4Mn7FeO20,65.02925873,92.86909927,6.87173066,TRUE,0.060680866,1.000050664
Ba2CaMn2CuF14,65.00831604,9.175374535,12.01567958,TRUE,0.018105686,1.000088692
SrCa3Al6Si6(HO13)2,64.95254517,5.309574985,12.2103228,TRUE,0.018105343,0.988173246
Ca3(CuO3)2,64.83146667,15.77141751,11.18498603,TRUE,0.052574933,1.000036716
KCaSiHO4,64.80065918,8.590331342,12.21071582,TRUE,0.016152337,1.000482917
Na5Fe11O16,64.5778656,8.019128294,12.22421559,TRUE,0.025722951,1.001244783
NaTmO2,64.53730774,3.517574974,12.31506695,TRUE,0.010390177,0.999729276
KInO2,64.45606232,12.78769826,11.54277331,TRUE,5.73E-05,0.999684334
SrCa3(RuO4)2,64.43769836,7.743257643,11.474827,TRUE,0.036223248,0.99982512
Li3Fe5O8,64.42440796,17.61545434,11.64598239,TRUE,0.059195094,1.000108838
Ca4Ti4Si3GeO20,64.30223083,10.44197314,11.50284932,TRUE,0.001766697,1.000117421
SrCa7Ti3Mn5O22,64.26870728,45.96042017,9.377078444,TRUE,0.075142458,0.999876201
NaFe2O3,64.25797272,9.529116076,11.30816347,TRUE,0.098964185,1.001669645
Ba3Sr(CuO3)4,64.19194031,17.988231,11.20069487,TRUE,0.070021242,0.999942541
SbO2F,64.12075043,5.89828704,11.71358322,TRUE,0.010893896,0.999744654
Mg3Fe4O7,63.90531921,21.71815986,11.02660269,TRUE,0.021219999,0.999866128
Mg39NiO40,63.89875031,23.94538313,10.67311038,TRUE,0.010946199,0.999052227
CuO2F,63.7579689,9.797166717,11.30493704,TRUE,0.06531281,0.999913454
NaCa3SmP3O12F,63.66609573,12.16444187,11.3248497,TRUE,0.002445802,0.999431551
Ba2Sr3CaMg2(SiO4)4,63.66233063,13.32627425,11.19037354,TRUE,0.011312917,0.999839664
SrCa3(CuO3)2,63.65217972,9.616480794,11.29348469,TRUE,0.017573759,0.999989748
Mg30VFeO32,63.18386459,18.17998958,10.33674583,TRUE,0.021597862,1.000022769
CrPdO2,63.16788864,22.67934025,10.40204234,TRUE,0.001517683,1.00146687
CaAgO2,63.13838959,14.47385004,11.02055023,TRUE,0.009836107,1.000191927
Li5Fe7O12,63.13460159,25.24533287,10.43564397,TRUE,0.092444628,1.000067592
Mg30MnCdO32,63.08647156,19.73767398,10.81526106,TRUE,0.016383499,1.00000453
SrCa7Ti3Mn5O21,62.99688339,30.4888814,9.917345486,TRUE,0.086895369,0.999894857
KCuO2,62.98275757,23.23790562,10.80966789,TRUE,0.043408945,1.000186205
KLiMg30O31,62.8613205,26.40183104,10.71475526,TRUE,0.079305686,1.000017643
Ca3SmMn4O12,62.82568741,21.63309036,10.80368226,TRUE,0.010706782,1.000034094
NaLuO2,62.79157639,2.642059581,11.56404401,TRUE,0.004351541,1.000055552
YMg30FeO32,62.69975662,24.96270528,10.12456754,TRUE,0.06895081,0.999987364
Mn2CdO3,62.69030762,21.55156408,10.5145453,TRUE,0.020707786,1.000049829
NaMg30GaO32,62.63922882,18.76599861,10.52836666,TRUE,0.016734377,1.000015736
Na3CaPCO7,62.5891571,7.669962595,11.1796104,TRUE,0.003424078,0.999858737
KTmO2,62.57345581,11.53680777,11.43492506,TRUE,0.000124767,0.999735713
CsHoO2,62.44870758,1.616226965,12.19525543,TRUE,5.21E-05,0.999897361
Ba10Cu5O17,62.37988663,12.81659749,11.40869148,TRUE,0.005381405,1.000199676
KSmO2,62.25286102,2.63061354,11.35734356,TRUE,7.84E-05,1.000989914
Ba2MgCu3F14,62.223526,12.73344889,10.68510183,TRUE,0.0010809,0.999910593
CaBi2B2O7,62.21377945,5.976246661,10.98844251,TRUE,0.002846345,1.000314951
Ba3Sr4O7,62.13136292,2.666008632,11.43513575,TRUE,0.035007164,1.000005722
NaMg30TiO32,62.01980591,19.73669087,10.26368714,TRUE,0.019994661,0.999989867
KEuO2,61.77238083,5.809052255,10.68810223,TRUE,0.002686977,1.000988007
Ba3SrY8(CuO5)4,61.70820999,6.333462657,11.11319528,TRUE,0.053544924,1.000005007
Ba3Cr3N5,61.66531372,12.24931935,10.68393232,TRUE,0.08704517,1.000000715
SrCa7TiMn7O23,61.66210556,12.06252982,11.1809164,TRUE,0.060315356,0.999954462
Ba2PrTlCu2O7,61.58754349,82.65566831,6.352102503,TRUE,0.005749255,1.000802636
NaMg30BO32,61.55328751,21.54638208,10.88146036,TRUE,0.068199374,1.000013828
Ca4Mg4P4O17F3,61.45106506,12.21361291,10.89221457,TRUE,0.028202459,0.999796331
BaYCu2O5,61.15716553,90.18127806,5.812053376,TRUE,0.080022283,1.00039649
NaY7,61.09477234,1.916468917,11.27099011,TRUE,0.019498959,1.0003196
Li(CuO)3,60.94859314,8.45025477,10.53486065,TRUE,0.044684023,1.000207186
Ba2LuCu,60.89554977,2.704564362,11.81062597,TRUE,0.00010787,0.999915183
RbCa31Zr32O96,60.65079117,11.31157987,10.42310696,TRUE,0.026544586,0.998642683
MgMnO2,60.63103867,31.40470332,9.384766251,TRUE,0.0717896,0.999992251
Mg3ZnO4,60.52202225,27.49666022,9.70999183,TRUE,0.032637969,0.999957085
BaCaMg30O32,60.47836304,18.18616062,9.830309068,TRUE,0.098047279,0.999994159
BaSrYTlCu2O7,60.47634125,126.2514903,3.311772358,TRUE,0.00544703,1.000403523
BrO2F,60.34380341,5.541751612,11.19720567,TRUE,0.000484347,0.999080658
Y4Cu2O7,59.95762253,7.324349263,10.26309892,TRUE,0.060494021,0.993992329
Sr8CaY3Cu12(PbO4)8,59.93680191,32.06601054,9.139680367,TRUE,0.022577018,1.000061989
BaMg30FeO32,59.9023819,29.7431581,9.487260586,TRUE,0.085380286,1.000033498
Li4FeCu3O8,59.86096191,18.93499084,9.996676708,TRUE,0.059328236,1.000003099
HfMg30VO32,59.77258682,20.64811107,9.775451716,TRUE,0.089305609,1.000013709
Mg2Mn3O6,59.76532364,17.25928404,10.30546155,TRUE,0.096727327,0.999947786
Sr5Ca3Fe2(Co3O10)2,59.63706589,41.41247801,9.167976492,TRUE,0.038818374,0.999930263
Na4(Fe2O3)5,59.55129242,10.11395796,10.92191931,TRUE,0.051621377,1.000516415
Mg30CdSnO32,59.53670883,18.03781297,9.93689801,TRUE,0.075330324,1.000005364
Ca5MnO6,59.53317261,12.97895333,10.34795072,TRUE,0.015929833,1.000556231
CaCd(WO4)2,59.4341774,10.66594363,10.66574294,TRUE,0.006164372,0.99989599
YMg30CoO32,59.37361908,24.51083733,9.875387444,TRUE,0.051049456,1.000015736
NaAgO2,59.36672211,17.79777994,10.54697783,TRUE,0.004497781,1.001071692
SrCdO2,59.26309204,44.32455789,8.624703382,TRUE,0.010095984,0.99980855
Li5Mn7O12,59.25702667,48.5778692,7.662457076,TRUE,0.04421176,1.000056148
BaCuO2,59.24408722,16.94119869,9.986871866,TRUE,0.065100767,0.999913454
CaSbF5,59.18536377,11.4002076,10.68826036,TRUE,0.081835806,1.000023961
CaMnO2,59.16625977,35.2245419,8.559955959,TRUE,0.024739638,1.00001359
Li3CaPCO7,59.05800247,15.11677118,10.45217298,TRUE,0.08629977,0.99984026
LiTmO2,59.02170563,3.419160067,10.76715835,TRUE,0.022514299,0.999942541
Mg6HO6,58.9306221,16.55415981,9.962157443,TRUE,0.099741213,0.999477983
NaCa2Nb8(BiO4)9,58.90658188,8.094956289,10.75816124,TRUE,0.00577952,0.999970257
BaMgO2,58.90179443,19.54773204,9.762040641,TRUE,0.044400364,1.000178337
Ca19Si6S6(ClO24)2,58.85329056,4.38260457,11.04573721,TRUE,0.058181085,0.999878287
RbAgO2,58.83351135,21.21287645,9.862000109,TRUE,0.006193176,0.998030424
LiLuO2,58.77719116,3.178634255,10.44584893,TRUE,0.030458063,0.999889135
BaMg30ZnO32,58.71921921,29.6539453,9.799380962,TRUE,0.086540543,1.000006437
Sr8Cu8O17,58.59790039,56.36844734,7.777193025,TRUE,0.01086098,0.999980986
KMg30SbO32,58.53094864,22.76057823,9.319790223,TRUE,0.094051912,1.000019789
KCa31Zr32HO96,58.45521164,10.1179301,9.939226188,TRUE,0.034660906,0.996708632
Mn4CdO5,58.38997269,22.33226575,9.553745238,TRUE,0.044024765,0.999895692
BaCa4Y,58.36855316,0.982989755,10.82320731,TRUE,0.057783023,0.999594927
Ca5Mg5P5O21F4,58.2778511,15.77409918,10.19758009,TRUE,0.024942726,0.999554753
CaVSi4H12O11,58.27562714,1.135328007,10.92755766,TRUE,0.079424314,1.000042915
Sr3CdO4,58.2584877,13.50000935,9.768142793,TRUE,0.018103421,0.983923078
HfMg30CuO32,58.22075653,15.74580781,9.8878885,TRUE,0.089662321,1.00001049
Mg4CuO5,58.19225693,20.81341571,9.383419725,TRUE,0.047756001,0.999895632
Mn3(HO3)2,58.11118698,6.985348273,10.39303732,TRUE,0.01357609,1.000012398
BaSr(CuO2)2,58.06462097,13.49061053,10.30669703,TRUE,0.047330201,0.999894381
BaYMg4,57.97252655,12.136949,10.84323141,TRUE,0.053791061,1.000035167
SrCaMg30O32,57.74728012,23.00804061,9.326380009,TRUE,0.055995703,0.999964118
CaLu2O4,57.69678879,10.316697,10.07296535,TRUE,0.037283912,0.999573052
VFe3(CuO2)4,57.55792618,26.8135314,8.934942434,TRUE,0.004056394,0.999709606
VCuO2,57.45040894,34.54949786,8.682353025,TRUE,0.061543681,1.001084447
HfMg30MnO32,57.43906403,14.22289807,10.00682891,TRUE,0.094985463,1.00001955
KMg30AlO32,57.42059326,15.73626431,10.04514488,TRUE,0.052649632,1.000027657
Sr4CaPr2Cu4HgO14,57.34336853,18.79862436,9.708091416,TRUE,0.047953799,0.999868095
CaMg14CdO16,57.28852081,29.1101892,9.219196966,TRUE,0.064707264,0.999993503
Ba2YbCu,57.27751923,1.585391877,11.15826511,TRUE,0.000969499,0.999931097
Ca16Ti12CO42,57.1741066,16.43981773,10.34222852,TRUE,0.004193529,0.999865055
Ca2Al2Si(HO4)2,57.13513565,13.18215546,10.38437187,TRUE,0.000321224,1.000139475
Ba3YI9,57.08445358,7.473861064,10.13062932,TRUE,0.046129942,0.999983311
KHoO2,57.05404282,4.756316365,10.33986488,TRUE,7.16E-05,0.999827683
Y3BrO4,57.03055573,12.28934913,9.94304467,TRUE,0.003349602,1.000183225
Mg7Si2(H3O7)2,56.98406982,10.20160521,10.12919538,TRUE,0.00381127,0.991640687
Na4Al3FeO8,56.95882034,33.95022037,8.957184884,TRUE,0.05007042,1.000197172
AgO2F,56.94116592,13.20501425,9.770151343,TRUE,0.023631021,0.9999457
Mg30MnCuO32,56.83707428,20.26672461,9.296517022,TRUE,0.014590845,1.000001192
SrYMg30O32,56.75014496,20.6135241,9.34179067,TRUE,0.084383249,1.000015497
CsYO2,56.72590256,1.504036304,10.50784844,TRUE,0.000120074,1.000128746
Ca2Ga2Si(HO4)2,56.67891693,10.91009082,10.03323716,TRUE,0.000747249,1.000193119
