formula,prediction,dens_score,peak_score,is_valid,predicted_e_above_hull,is_theoretical
AgIF3,13.71753311,3.632300175,2.00604637,TRUE,0.008379906,0.996637642
Sm2CrCd,13.716856,2.369765357,2.205178108,TRUE,0.095895752,0.999901891
LiCu(PO3)2,13.71582413,15.16874521,1.227908302,TRUE,0.083097301,0.999978304
NbIn(PbO3)2,13.71558189,9.907794881,1.67756202,TRUE,0.086574204,0.999858499
Sr4ZrN4,13.71504688,11.38978175,1.618387861,TRUE,-6.44E-05,0.999646306
Li4Mn3V(PO4)4,13.71339703,9.896623698,1.595457611,TRUE,0.003408432,1.000034451
Ca2MnAl2Si4BO16,13.7130022,5.512366992,1.922429479,TRUE,0.069760516,0.999919116
Li16AlGa(Se5Cl)2,13.71288395,2.116259573,2.198048154,TRUE,0.002756014,0.998245478
Tm2TaO4,13.71247387,7.514012767,1.710309138,TRUE,0.020858482,1.000123024
YbCdPb2,13.70872974,15.55180621,1.369829381,TRUE,5.42E-05,1.000092506
Ce4MgRh,13.70854473,2.972345964,2.045350893,TRUE,0.096372813,0.999893665
Mg125C6BrN4Cl3,13.70673466,15.0679483,1.327612897,TRUE,0.071992308,0.989779949
NbZnGa,13.70654106,7.806269165,1.763966347,TRUE,0.002302662,1.001250863
CaLa4Re,13.70637321,7.315437575,1.802560202,TRUE,0.025534645,0.999673128
Ba7Na3Ti7Nb3O30,13.70351028,11.28709617,1.595601807,TRUE,0.02704753,0.999978423
K3CaP,13.70257282,0.642812069,2.283224415,TRUE,0.003077328,0.999979138
SrCo6Cu,13.70255089,9.721409079,1.640565492,TRUE,0.055678353,0.999989152
Cd(SnO2)2,13.70014286,10.69046913,1.614900477,TRUE,0.095993005,1.000353575
CaMnOs4,13.69975853,3.090900305,2.198966719,TRUE,0.034978822,0.999009013
Er3Sb5O12,13.69883728,10.8962476,1.581190337,TRUE,0.000137225,0.999816239
BaCaLa4,13.69867897,3.688727007,1.999419617,TRUE,0.038187206,0.999995351
Li4Ti2Mn3Cr3O16,13.6985836,8.464753444,1.725319825,TRUE,0.038239494,0.999996841
Li3Fe3(WO6)2,13.69795799,10.25906428,1.595139815,TRUE,0.084598027,0.999993205
LaMgTaFeO6,13.69575882,8.878634455,1.647435638,TRUE,0.077982828,1.000007629
Na6Bi2C4SO16,13.69332695,21.06952564,1.010453763,TRUE,0.033529684,0.999387622
SrPrScO4,13.69269085,8.703535362,1.821559161,TRUE,0.04618971,1.000041485
Ba2SmGa,13.69268894,6.012416226,1.980376903,TRUE,0.074561879,0.99989593
In6Cu6S,13.69266129,13.78918908,1.484990082,TRUE,0.040398747,0.999971867
Li2Mn2C2O7,13.69242477,22.59444697,0.947427994,TRUE,0.032052577,0.999988556
NaCo4Cl,13.6914711,9.696866701,1.696357556,TRUE,0.015031829,1.000245452
Zr3InF15,13.69071579,12.74981728,1.463076758,TRUE,0.000334308,0.99989152
Li4Fe5Sb3O16,13.6905756,13.34584349,1.419104514,TRUE,0.069870837,0.999959111
K4MgSb,13.689991,0.765922657,2.167036994,TRUE,0.001340508,0.999269068
CaCd3Se,13.68720245,4.85544336,1.88324247,TRUE,0.000302941,0.999966979
CaCd4Se,13.68538475,4.090435536,1.972207286,TRUE,0.01006873,0.992355406
Lu2TlCu,13.68367672,3.038628155,2.060592355,TRUE,0.013570741,1.000001788
Li5Fe2(PO4)3,13.68365669,15.48088658,1.260896204,TRUE,0.040237263,0.99999249
K8Ba,13.67950153,3.167013299,2.058256255,TRUE,0.063520513,1.000072122
BaPrCuTe3,13.67899895,15.51776876,1.265290371,TRUE,5.83E-05,1.000002146
H36Pb5C6(I8N3)2,13.67668056,1.610069515,2.208557903,TRUE,0.060597934,1.000205994
LaZrNO2,13.67557621,10.82174957,1.56182169,TRUE,0.049732804,1.000010133
MgMnN3,13.67488956,21.27004798,0.997245448,TRUE,0.091872998,1.000070691
LiVCO3F2,13.67380905,12.1792332,1.530646709,TRUE,0.072187528,0.999352217
K2AlGa,13.67370129,1.94800796,2.151205913,TRUE,0.021156251,1.000103712
Li2CrSn(PO4)2,13.67257404,11.77083387,1.521786815,TRUE,0.067230172,0.999893486
YbGd2Mg,13.67206955,3.884018728,1.996622075,TRUE,0.091036253,1.000008106
LiRhO2,13.67199802,16.77304371,1.433389844,TRUE,0.005631775,0.99995172
LiVSiO4,13.66927814,10.79977695,1.514772695,TRUE,0.076212801,0.999970436
V2GePb5O12,13.66868687,9.604585221,1.783545381,TRUE,0.000227496,1.000015497
Li4Ti3Mn3(CoO8)2,13.66810417,12.12722889,1.56318921,TRUE,0.084842712,0.999983132
CaY3Sb,13.66729832,2.631650017,2.108314782,TRUE,0.000566438,0.999652386
LiMn(SO4)2,13.66673851,13.23573816,1.514627588,TRUE,0.010478869,0.999983132
CaCe3V4O16,13.66372585,14.90340574,1.540327078,TRUE,0.000274241,0.999734879
Fe4AgPt,13.66265106,12.98402457,1.433957097,TRUE,0.063274011,0.999682009
LiFeBO4,13.66172314,15.12487232,1.312916236,TRUE,0.094704315,0.999563694
Li4Mn3Nb2Cr3O16,13.6598196,12.10381566,1.540718739,TRUE,0.032806918,1.000001907
Sr3Ti(GaO2)10,13.65836334,8.72441759,1.67908924,TRUE,0.000542566,1.000098228
TlFe3Sb,13.65571117,8.785354568,1.624469962,TRUE,0.077537782,1.000011086
Sr2TiMnO6,13.65558434,12.22789757,1.55442982,TRUE,0.008059934,1.000068903
CaLaRe3,13.65540028,7.397866309,1.770508125,TRUE,0.002144963,1.000091314
Nd3Al3Si3(NO6)2,13.65495396,12.01119934,1.541292915,TRUE,0.004359365,0.999698997
YbEu2Lu,13.65363407,4.649963577,1.965097823,TRUE,0.083718315,0.99989897
Fe4TeP,13.65155697,14.04050245,1.406302936,TRUE,0.054087415,0.999875784
LiNd2RuO6,13.65056992,14.77602553,1.328095983,TRUE,0.000387996,0.987716794
SrAl4Si2N8O,13.64782143,16.91354361,1.27879412,TRUE,0.001078933,1.000049353
CaCuSe,13.64645004,14.04335736,1.358422192,TRUE,0.092141427,0.987193704
ErFeGe2O7,13.64614105,6.940799246,1.865703854,TRUE,0.001788378,0.999954283
Sr2PmZn,13.6455164,1.674085715,2.10139724,TRUE,0.000220641,0.999783397
Na6Ti2O7,13.64198303,8.728944207,1.779763393,TRUE,0.029564738,1.000093579
Mg5Sn(BO5)2,13.64051056,11.46318316,1.721463356,TRUE,0.001508057,0.999598205
LiVPO4,13.64005852,10.84758757,1.547664062,TRUE,0.064575613,1.000012398
CsErFe2,13.6387043,2.852735815,1.988766589,TRUE,0.000548035,0.99998641
Li4Mn3P3O12F,13.63841724,17.22273172,1.147853999,TRUE,0.019330502,1.000032187
Nb3SiGe,13.63838768,11.79937649,1.574890574,TRUE,0.01539436,0.999920249
Sr3Er2(GeO4)3,13.63607979,12.48890239,1.394090427,TRUE,0.000165835,1.000635862
Sr2VCO3F5,13.63459492,13.49758022,1.456110278,TRUE,0.000187397,1.000203729
Ca2SeCl,13.63333321,2.677063421,2.129003884,TRUE,0.003387988,0.999958992
Na(SnO2)2,13.63278198,21.31707013,1.129724461,TRUE,0.078886881,0.999975145
Ba5Zr2N6,13.6312151,16.48713734,1.122304899,TRUE,0.074098051,1.000199795
NaNd9(Si3O13)2,13.63008213,13.21370639,1.532989503,TRUE,0.004091382,1.000146151
GdFe2Te,13.62980366,6.196459246,1.850073787,TRUE,0.060412399,0.999955356
CaCrBr4,13.62612247,19.30433133,0.984297142,TRUE,0.017919526,1.000138521
Li3V2(PO4)3,13.62290573,11.30184267,1.475123131,TRUE,0.043561101,0.999907911
Sr2ZrMnO6,13.62199211,15.68290951,1.477128125,TRUE,0.029957116,1.000000119
CaCrFe6,13.62182331,5.76157901,1.907760898,TRUE,0.016237035,0.999734104
SrBr4Cl,13.62116623,15.15663846,1.2610136,TRUE,0.008642584,0.99988687
Ba2SmIn,13.62102127,4.782077089,2.051215355,TRUE,0.044445738,0.999922752
KMg3Cu(AsO4)3,13.61706638,5.004208256,1.995305946,TRUE,5.44E-05,1.00001657
Ti3Mn2Cu(PO4)6,13.61358261,6.504870167,1.838759217,TRUE,0.02858986,1.000032187
NaMg3Se,13.61252022,9.799969748,1.630208479,TRUE,7.29E-06,1.000014424
EuMg3SiN4,13.61217594,8.742991216,1.72164171,TRUE,0.0034201,0.999723792
BaYbSm2,13.61058617,11.34123179,1.531091745,TRUE,0.035511523,0.999946237
ZrFeAsIr,13.60869789,5.983598537,1.842667965,TRUE,0.066849649,0.999862432
CaTiV4,13.60776806,6.015347068,1.844243279,TRUE,0.070587777,0.999185562
LiMn5(CuO6)2,13.60734177,17.82402198,1.078858768,TRUE,0.079403706,0.999896526
LiPWO4,13.60644627,8.339917683,1.737411067,TRUE,0.05992458,1.000020862
Ho2BeO4,13.60468864,20.86911182,1.112229462,TRUE,0.020819426,1.000607252
CaFeNiP2O9,13.60321903,6.272769836,1.92363624,TRUE,0.033719569,0.999991655
YbEu2Cu,13.60315895,1.993528702,2.068475345,TRUE,0.090215445,0.999939859
LiTiVO4,13.60312462,8.724190001,1.669250857,TRUE,0.055589177,0.999987483
Ac2YbCr,13.60311508,4.805496973,1.981530202,TRUE,0.050656572,0.999934673
Pr23Mg4Rh7,13.60249996,4.878627442,1.973165864,TRUE,0.006330162,0.999558926
Li3Ti3VO8,13.6023159,13.99800164,1.413478262,TRUE,0.064614266,0.999964476
Li4Mn5NiO12,13.60057163,19.15597946,1.140100122,TRUE,0.093995839,1.000000954
Sr2YbAl,13.60042858,1.114185657,2.234399481,TRUE,0.011448264,1.000000238
Li4VFe3(PO4)4,13.60004807,18.44464355,1.235065649,TRUE,0.020555913,1.000035167
YSbSe4,13.5999279,9.461010332,1.681506288,TRUE,0.025740743,1.000508547
Ca4TaSi,13.59961891,2.172739122,2.109780187,TRUE,0.083010159,0.999930859
Nb3ZnSn,13.59870338,11.41408559,1.659872955,TRUE,0.077841543,1.00005722
La3Ta(Cl3O2)2,13.59787083,19.85832288,1.132838272,TRUE,0.001317397,0.983498693
Lu2AlO4,13.59780121,6.552453633,1.863695483,TRUE,0.031338438,0.999913096
Fe3CuTe,13.59739971,11.00317658,1.61216556,TRUE,0.021010682,0.999621987
Bi3PbWClO8,13.59603596,7.788420648,1.795779184,TRUE,0.01100719,0.999372184
H48Pb7C8(I11N4)2,13.59578228,1.350432524,2.274627645,TRUE,0.053565085,1.000250816
Ca2TlSn,13.59549713,5.986076306,1.915827827,TRUE,-0.000311062,0.999766588
Na3LaTi2Nb2O12,13.5933876,13.57882237,1.400757278,TRUE,0.017406672,1.000058413
CaHf4Zr,13.59307289,2.440832723,2.149685619,TRUE,0.047573462,0.999971509
Ba2PmSb,13.59246445,4.065184102,1.923003675,TRUE,0.000223666,0.999941707
NbCrFe6,13.59061623,10.30805593,1.63671714,TRUE,0.02311483,0.999892592
Eu3B2(O2F)3,13.59043121,19.31429911,1.146103779,TRUE,0.000601411,0.998206854
K3TiGa,13.58967018,1.025921312,2.295740519,TRUE,0.003617495,1.000004172
Ca2CrIrO6,13.58863258,11.47539425,1.508879888,TRUE,0.038830996,0.999958158
Li2MnSn(PO4)2,13.58784199,18.38338216,1.16860557,TRUE,0.059031464,0.999750376
SrTm2O4,13.58707523,6.16180732,1.926555732,TRUE,0.010720372,1.000274777
K3Cu5O4,13.5869236,6.401654441,1.886354484,TRUE,0.002493829,1.000371218
Ba2Na2O3,13.58511257,1.080254981,2.140735066,TRUE,0.088729322,1.000212789
Mg2TaVO6,13.58435535,17.56804748,1.069545509,TRUE,0.084857605,1.000010014
Li12SnGe(IO2)4,13.582407,2.687949814,2.071579828,TRUE,0.003082752,0.999582887
Li2MnCo(PO4)2,13.58160686,11.74149937,1.548857242,TRUE,0.021921858,0.999880433
LiMn2Cr2O8,13.58114243,11.7338611,1.488254874,TRUE,0.079857923,1.000010014
Li17GeAsBrO11,13.57971096,4.2431673,1.927108898,TRUE,0.021407455,0.996609986
LiHfAgPb,13.57958603,2.533698238,2.149673047,TRUE,0.010509521,1.000254869
K3ScF,13.5740099,1.075437401,2.254731994,TRUE,0.035205469,1.000128031
NaHfCdHg,13.57380295,2.809319327,2.122942597,TRUE,0.07554207,0.998114347
K2AsPCO7,13.57344151,12.07562906,1.504140261,TRUE,0.008237779,0.999988675
AcFe2Sn,13.57177448,8.018606295,1.725466684,TRUE,0.030330122,1.000119925
Lu2Si9B36C,13.56882286,19.95081163,1.084703028,TRUE,0.000375226,1.000060439
Li11V8(PO4)12,13.567976,21.65125214,0.950926353,TRUE,0.075929441,1.000013351
Yb3Sc2Al3O12,13.56738949,12.69458041,1.425971164,TRUE,0.043890521,1.000058532
Mn3CdSe,13.56730366,20.18094117,1.080115893,TRUE,0.006592125,0.999764383
Tm2MgO4,13.56710815,6.787646854,1.86349078,TRUE,0.058203824,0.999914885
Nb3SnSb,13.56396675,12.48272354,1.435447621,TRUE,0.002472371,1.000039339
ZnCu(GeO3)2,13.56366825,11.53454365,1.464885142,TRUE,0.062143393,1.000038385
BaSm2Hf,13.56332302,1.893322809,2.036369164,TRUE,0.080885813,0.999864578
Li3Ce3(MoO6)2,13.56310558,20.70453689,1.150764047,TRUE,0.047014236,1.000032187
Eu5Si3O13,13.56276512,5.899337472,1.831026413,TRUE,6.87E-05,0.999750257
Li3(CuO)4,13.56258774,15.72657765,1.352503062,TRUE,0.037895456,0.999924779
Eu3Sc2Al3O12,13.56018257,15.16057616,1.231502212,TRUE,0.000127628,1.000046849
Li4Fe3Sb(PO4)4,13.55986118,14.81621059,1.286927302,TRUE,0.08745686,1.000038147
TiFe3S,13.55920219,12.65905611,1.377042418,TRUE,0.032785401,0.999933124
NdGd2Zn,13.55795002,6.108882756,1.821188357,TRUE,0.026488557,1.000009775
Ca2Ti6N2O11,13.55775356,8.139041531,1.799458628,TRUE,0.067702316,1.000040412
ZrNF,13.55718327,15.56881517,1.34892432,TRUE,0.005047977,1.00002861
NaCaCl4,13.55546761,9.412629844,1.608032658,TRUE,0.005903319,0.999688208
H19C19N3,13.55498409,0.683637088,2.123266132,TRUE,0.080621205,1.001097679
Rb3BaHf,13.55274582,2.58399584,2.197660694,TRUE,0.029803008,0.999933958
CaCoRu4,13.55243683,2.189198191,2.076069463,TRUE,0.000682041,0.999784231
K4BaFe,13.55237675,1.557509985,2.158059816,TRUE,0.000897452,0.999924541
CaMn2(PO5)2,13.55154514,10.27344735,1.636403522,TRUE,0.080331966,1.000024319
K4BaIn,13.54968262,1.468009682,2.203905322,TRUE,0.011606276,0.999916077
Rb3HoO3,13.54839706,6.65396413,1.909178302,TRUE,0.013613105,0.999858558
Fe3Ni2Te(PO4)6,13.54775906,8.033963527,1.718054399,TRUE,0.035085633,1.000000715
CaSnBr4,13.54580021,16.19882006,1.28992556,TRUE,0.019238397,0.991413534
NaNO,13.5452776,8.988359474,1.644302016,TRUE,0.09912622,0.99835825
Ba2NdEr,13.53935337,1.991106867,2.17214414,TRUE,0.070518896,0.999982238
Li4Nb3V2Fe3O16,13.5373373,10.81775986,1.607818102,TRUE,0.093764544,1.000007749
AlCuH3,13.53685093,13.22159625,1.369003531,TRUE,0.070290506,0.999912858
CaSiHgGe,13.53681087,14.79891942,1.347106929,TRUE,0.001589105,0.998370886
Na3Pb2S3ClO12,13.53486061,10.83923656,1.657304468,TRUE,5.69E-05,0.999520898
Ho5(SiB4)2,13.53476524,15.61473975,1.210748653,TRUE,5.29E-05,1.000105143
Li3MgBi,13.53438091,2.053237661,2.068848513,TRUE,0.020063072,0.999727249
Ca3Ga2(SnO4)3,13.5342865,11.14558784,1.569253644,TRUE,3.92E-06,0.99998939
Y9Pb3N,13.53273869,0.834540963,2.192575645,TRUE,0.079560623,0.9912135
BaLiGd2,13.53245068,3.756893207,2.032838255,TRUE,0.018063799,1.000001907
NbAlInGa,13.53228855,13.35195776,1.343981515,TRUE,0.090112984,0.999976277
Li2Cr2Si5O13,13.5316,7.414956533,1.79893506,TRUE,0.014755189,0.999986887
CsLa(WO4)2,13.52976704,8.147089593,1.711284019,TRUE,0.000122771,1.000695109
Ba2PrAg,13.5293045,6.264171013,1.829001893,TRUE,0.009372368,1.000012875
YbGd2Tl,13.52774239,1.90941686,2.0637002,TRUE,0.012376696,1.000040889
Li17AlAsClO11,13.52699375,2.376813151,2.084970291,TRUE,0.096896052,0.996616006
Ba2NbCrO6,13.52610016,17.21156953,1.04094399,TRUE,0.000464126,1.00066328
BaSrPdF6,13.52609062,14.17730777,1.371577657,TRUE,0.015205503,1.000056505
Li3Ti2V2O8,13.52490902,13.53908592,1.513005627,TRUE,0.062637359,0.999974489
YbSm2Ag,13.52422333,2.045499468,2.079580236,TRUE,0.001604334,0.999972105
SrCaI4,13.52328873,6.239460332,1.898478696,TRUE,0.05836086,0.999896765
AcTlFe2,13.52311039,10.2636229,1.616142566,TRUE,0.050491467,1.000097156
HfNb4Cl,13.52150726,21.27696908,0.967001568,TRUE,0.00015834,0.999405861
CsH2CN5,13.52047634,5.06619582,1.84792649,TRUE,0.004036322,0.999730885
Li6Ni2P(CO4)4,13.51939201,12.92247513,1.50214217,TRUE,0.079359032,1.000014305
K2BiPCO7,13.51907444,9.757981774,1.609386589,TRUE,0.001318902,1.000030994
Al7In24GaO48,13.51668644,10.52984348,1.623822511,TRUE,0.021979198,1.0000875
Li2Mn3OF6,13.51520538,12.80851577,1.425593612,TRUE,0.072377883,1.000000238
Mg2VN3,13.5147686,17.28081354,1.118074724,TRUE,0.001289502,0.999964774
Li17AlAsSe11Cl,13.5143137,1.51529748,2.121841553,TRUE,0.012990564,0.996481419
Li3Nb2CrO6,13.51247025,8.069468685,1.696588984,TRUE,0.097045228,1.000043631
Y6Sc6H,13.51185036,2.480398543,2.086534933,TRUE,0.037914366,0.998492837
Li4Cr2Si3O10,13.51128864,15.37465746,1.469966059,TRUE,0.063063443,1.000000238
Li8Fe7Co(PO4)12,13.51027775,7.124404875,1.876702381,TRUE,0.022152081,0.999976993
RbYbSm2,13.51006126,7.774196409,1.81251311,TRUE,0.089957394,0.999817848
Li3MgTi8O16,13.50993156,11.87206752,1.559003254,TRUE,0.012975812,0.999952853
Li3CaTl,13.50761795,0.862869571,2.23103722,TRUE,0.006937087,0.985383332
Li3Sm3(TeO6)2,13.50606155,5.031252284,1.941085655,TRUE,6.91E-05,0.999733746
KNp2O4,13.50499249,11.49402836,1.560570113,TRUE,0.005691558,1.000411749
BeNbAl,13.50462914,9.723263652,1.583489687,TRUE,0.000256673,1.000262618
LiMnNbO4,13.50413227,10.66618147,1.497353085,TRUE,0.050730973,0.999772549
BaSr3(SnO3)4,13.50246143,14.18997683,1.401912394,TRUE,0.017377228,1.000043392
Fe2SiGe,13.50231075,12.87576906,1.370331815,TRUE,0.000831485,1.000124812
LaTiNbBi2O9,13.49992275,15.31318642,1.27321712,TRUE,0.002356544,0.999977708
Nd2NbAg,13.49902725,2.254487387,2.061763088,TRUE,0.025508493,1.000026703
CaLaHgPb,13.49789429,2.240498202,2.143061121,TRUE,0.002619669,0.998417854
H17C17N3,13.49663162,0.617827315,2.183713599,TRUE,0.08318685,1.000727415
CaCdCuSe,13.49645138,13.19848325,1.318991049,TRUE,0.085092209,1.000836134
H2SO4,13.49539471,5.655670981,1.955317698,TRUE,0.008867979,0.983324289
K2MgAl,13.49538326,2.8803569,2.009873979,TRUE,0.026761964,1.000082254
NbGaCu,13.4951849,9.467409501,1.568747732,TRUE,0.000401691,0.999703288
LiVNiO4,13.49475574,10.71724253,1.491983985,TRUE,0.021602631,1.00001359
Ga4AgSe,13.49397373,19.45831511,1.208609657,TRUE,0.000823513,1.000065446
KRb2Mo(OF)3,13.49315166,16.59943226,1.281161669,TRUE,0.000549987,0.999819994
LaNb4Sn,13.49284077,2.157078592,2.057773923,TRUE,0.006031394,0.99968648
Li4Ti4VCr4O18,13.49243259,12.68173377,1.439565248,TRUE,0.085971467,1.000034094
LiMgMn,13.49166775,7.007771522,1.736283405,TRUE,0.07510554,0.999969482
La2Ti3O9,13.4899683,10.67587155,1.530685078,TRUE,0.073797792,0.99981755
PN3O,13.48843956,8.391614316,1.72155661,TRUE,0.030043319,1.000468373
BaSiB3,13.48792934,10.2729323,1.548698624,TRUE,0.001410648,0.999838471
NbAlFe4,13.48658848,7.406162408,1.749646407,TRUE,0.081302121,0.9998281
BaHo2Tm,13.48640251,7.685097819,1.81331885,TRUE,0.049839765,0.999914944
BaCaVF7,13.48532772,10.51821721,1.538194234,TRUE,0.022702143,0.99999702
YbYFe2,13.48505497,1.99794653,2.20120068,TRUE,0.057004035,1.000011206
TiN3O,13.47890854,18.06217841,1.209942208,TRUE,0.047476351,0.999607086
Mn3Cr3P2,13.47680759,7.135283968,1.921976697,TRUE,0.02028504,1.000009298
CaGa3H,13.47665119,12.02414564,1.548616142,TRUE,0.0294393,0.999895692
NdGd2Cu,13.472435,7.843614681,1.826317571,TRUE,0.001539513,1.000039101
Li17AlAsO11F,13.47211742,2.797992232,2.053484282,TRUE,0.021430328,0.998252332
Sr5NbN5,13.4715414,5.95011526,1.876912968,TRUE,0.013415724,0.999841094
Ca3ReN3,13.470191,18.13321554,1.158946653,TRUE,0.000116587,0.999942183
Mn2POs2,13.46900654,6.471438741,1.922388193,TRUE,0.000166565,1.000032187
Sr2CrMoO6,13.46804619,8.956041237,1.768589152,TRUE,0.055213958,1.000129104
AcDy2O4,13.46748734,5.907681497,1.834189339,TRUE,0.022304729,1.000061512
Sm8Sb3O8,13.46700001,12.81820406,1.492726314,TRUE,0.004452825,1.000346661
K3SrGa,13.46605968,0.922069769,2.137947594,TRUE,0.035431385,0.988217592
Cu2H6Pb5C(SO7)3,13.46590614,5.758304105,1.858892158,TRUE,0.017926812,0.999919176
MnAlFe2,13.46552753,12.98884209,1.578568566,TRUE,0.07687109,0.999991894
Li2CoPCO7,13.46515369,11.27185787,1.544488231,TRUE,0.041038141,1.000003934
Rb3MgGa,13.46511745,1.411973291,2.132798808,TRUE,-2.74E-05,0.999798775
K2CePCO7,13.46366978,6.982234907,1.823486009,TRUE,0.031690106,1.000023603
Eu2TmHg,13.46282196,5.130776722,1.885638935,TRUE,0.034964427,0.999986053
YZnCd4,13.46117687,14.20763735,1.405834776,TRUE,6.61E-05,0.999900937
BeAlFe6,13.46034241,16.31461442,1.342260268,TRUE,0.027527854,0.999620557
MgV2Si,13.46032906,6.841693364,1.772925181,TRUE,-4.00E-05,0.99986887
MgV(GeO3)2,13.45968246,8.140027116,1.779554396,TRUE,0.03458342,0.999295115
LiCu4Se,13.45884514,9.409189881,1.734580839,TRUE,0.012454718,0.999373436
K3InP,13.4578495,0.588540031,2.178098375,TRUE,0.000363097,0.997959435
Mn4ZnB,13.45483017,12.16499682,1.39243958,TRUE,0.076168567,0.999937177
CaHf4Mn,13.45471096,4.201754219,2.007128231,TRUE,0.055206977,0.999945521
H3OsO,13.45304871,6.507152273,1.95107834,TRUE,0.010444552,1.000015974
CaHf4Ag,13.45051098,1.899059306,2.12045802,TRUE,0.018150598,0.999981761
Ca4LaAg,13.44760323,1.022088357,2.166092506,TRUE,0.002043769,0.993030787
Mn4AgCl,13.44594669,13.37431329,1.578633127,TRUE,0.002293855,1.000073671
BaNdHo2,13.44568634,7.139194775,1.838929291,TRUE,0.055370286,0.999923825
Nb6Al6N,13.44562721,9.910902886,1.563037058,TRUE,0.029537708,0.999956369
SrSm2BeO5,13.44352627,9.940132078,1.524540809,TRUE,0.022165388,1.000067115
Ca3TiGe,13.43994713,0.620736165,2.279340471,TRUE,0.014288038,0.999938309
BaTm2Tl,13.43951511,2.610051596,2.112745951,TRUE,0.011440441,1.000007868
Cu3Sn4PbO12,13.43879509,11.23979278,1.543139086,TRUE,0.077790752,1.000169158
Li4Mn5Sb(PO4)6,13.43737316,5.134522651,1.883476139,TRUE,0.0994175,1.000046015
Ca7Mg3Cu2,13.43715382,2.610026311,2.038785681,TRUE,9.10E-05,1.000076532
Ba2HoZr,13.43641567,1.518593132,2.094145569,TRUE,0.005508587,0.999991655
NiHO2,13.43488598,15.9464057,1.426269859,TRUE,0.070923738,1.0007658
Li4NbFe3O8,13.4339695,11.38440408,1.474760272,TRUE,0.050024524,1.000002384
Fe5O3F7,13.43354797,8.873186165,1.779833055,TRUE,0.087296948,1.000090122
Ba4NbCu,13.43288136,0.929042838,2.107926579,TRUE,0.004042119,0.990943134
CaHfInAg,13.43263054,1.393219863,2.211230361,TRUE,0.034602955,1.00041306
Rb14Na3Al17Si31O96,13.43251228,8.492043254,1.70245844,TRUE,0.017526269,1.000320673
Np2NbO4,13.43241405,14.81852537,1.149999051,TRUE,0.004259333,0.999892414
ZrH3O,13.43220806,9.740430463,1.552899106,TRUE,0.00313659,0.982543468
CaLa3Se,13.43209743,3.876938676,1.938392571,TRUE,0.000466883,0.999423981
Ca2Nb3CuClO10,13.431427,17.27817287,1.195906221,TRUE,0.078593366,0.999577463
YAlCdFe,13.43092823,13.66408643,1.333280003,TRUE,0.058175102,0.974992394
Ca8Fe3N8,13.43087292,11.3020489,1.531148079,TRUE,0.002311692,1.000880241
H3IBr,13.43060017,6.323774057,1.823743182,TRUE,0.003233626,1.001126528
Zn2CrWO6,13.42944431,15.7857553,1.179384785,TRUE,0.081627481,0.999980569
YbYAl6(BO3)8,13.4291811,8.50284736,1.649481033,TRUE,0.010361835,1.000018835
Li3TiS3,13.42665005,8.157644522,1.774511945,TRUE,0.08452674,1.000031471
Fe2SnSb,13.42642212,12.64421569,1.389344098,TRUE,0.049331665,1.000046611
CuAgBr4,13.42516327,4.976941503,1.861959613,TRUE,9.97E-05,0.999127567
Li4Mn2Fe3Ni3O16,13.42384434,10.66010187,1.526628555,TRUE,0.084934533,0.999994636
LiScVO4,13.4238348,21.59994259,0.916338594,TRUE,0.044484586,0.999686718
RbHo2Mg,13.42370701,9.257820792,1.561982331,TRUE,0.066483483,1.000122309
K7RbTi8(PO5)8,13.42092705,10.23151015,1.59462189,TRUE,0.000274733,0.99996686
KGeNO,13.42028236,9.958735642,1.55254695,TRUE,8.15E-05,0.97626698
Mn3Sb(PO4)6,13.42018986,7.852977485,1.697038667,TRUE,0.045255452,0.999998927
Li4Y3VO8,13.41897392,5.634847503,1.91646317,TRUE,0.04470259,1.000020862
RbSm2Hf,13.41865063,1.771461798,2.064004665,TRUE,0.020828873,0.999999642
Li4Mn2C4SO16,13.41782475,19.29643454,1.202214187,TRUE,0.079535395,0.999966085
Li7Ti3(SiO6)2,13.41487598,6.716883426,1.740015599,TRUE,0.074479975,0.99983108
Na3SmTi2Nb2O12,13.41282272,13.22209542,1.350778154,TRUE,0.011771455,1.000066161
LaLu2O4,13.40703583,12.24007766,1.390701674,TRUE,0.031079158,1.001400828
K3BaAs,13.40602207,1.594036921,2.112775261,TRUE,0.01533778,0.999869883
BaLiBr4,13.40535736,8.384504513,1.744405438,TRUE,0.000872612,0.999644279
YbGaCu2,13.40421963,6.14028183,1.779141753,TRUE,0.058052711,1.000023484
Na5V4(PO4)6,13.40348339,12.46897468,1.469673265,TRUE,0.045294285,1.000890136
Li6NbCr3(PO4)6,13.40318966,13.03293796,1.392963752,TRUE,0.080473311,1.000017881
AlCr3Ge,13.40306854,9.348954627,1.645032827,TRUE,0.01707837,0.998555183
Li4Mn2Fe(BO3)4,13.40294361,13.75893281,1.476066903,TRUE,0.048374757,1.00001657
Li17AlGaO11F,13.40267181,3.688149845,1.978133548,TRUE,0.071359806,0.997825861
ErCdFe2,13.4012928,10.03227815,1.648737026,TRUE,0.019455835,1.000005245
Li17GaPSe11I,13.40047836,17.68109384,1.187932657,TRUE,0.009011999,0.996203303
K3ScV,13.39918804,1.130886591,2.101766522,TRUE,0.001620322,1.000127912
K4MgTi,13.39743614,0.730418349,2.182090695,TRUE,0.000884056,0.999600053
